#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k127_1603246 flag=0 multi=71.8124 len=2339	0.2856	2339	0.5468	18.5122	433	1	4	0.5577	0	0.64
k127_1607318 flag=0 multi=140.0000 len=3129	1.8629	3129	0.5615	58.3893	1827	22	27	0.5746	1	2.56
k127_1620343 flag=0 multi=58.6015 len=3068	1.2617	3068	0.5564	44.9153	1378	14	17	0.5856	0	1.98
k127_1623888 flag=0 multi=64.6376 len=5494	1.1474	5494	0.5466	53.2763	2927	23	26	0.5613	1	1.54
k127_1628008 flag=0 multi=57.2103 len=2200	0.4773	2200	0.5414	32.7727	721	4	5	0.5467	0	0.78
k127_1633952 flag=1 multi=62.4965 len=3517	0.2425	3517	0.5385	16.7472	589	6	3	0.5217	0	0.62
k127_1638930 flag=0 multi=85.8761 len=3073	0.2831	3073	0.5278	16.4660	506	3	4	0.4940	0	0.72
k127_1645699 flag=1 multi=29.6347 len=2202	0.2643	2202	0.5545	18.1653	400	2	2	0.5739	0	0.60
k127_1649090 flag=1 multi=61.0574 len=2043	1.7210	2043	0.5717	79.0504	1615	12	16	0.5812	1	1.44
k127_1652439 flag=1 multi=92.4491 len=6458	1.5581	6458	0.5505	43.1867	2789	41	38	0.5443	0	2.86
k127_1663200 flag=0 multi=59.4490 len=2136	18.6451	2136	0.5529	100.0000	2136	151	156	0.5439	19	10.51
k127_1687067 flag=0 multi=54.8174 len=6051	0.4158	6051	0.5483	26.8716	1626	11	10	0.5248	0	0.75
k127_1703576 flag=0 multi=85.5240 len=6247	0.8068	6247	0.5611	45.7340	2857	21	19	0.5505	0	1.06
k127_1704565 flag=0 multi=87.8388 len=8696	0.8004	8696	0.5750	38.5695	3354	24	29	0.5698	0	1.27
k127_1705465 flag=0 multi=77.4444 len=3149	0.6285	3149	0.5491	29.9143	942	8	7	0.5673	0	1.12
k127_1710985 flag=0 multi=93.0000 len=1383	1.3536	1383	0.5524	64.9313	898	7	8	0.5729	1	1.27
k127_1715785 flag=0 multi=75.5004 len=6096	1.3302	6096	0.5618	50.4757	3077	29	32	0.5652	1	1.99
k127_1726357 flag=0 multi=73.6898 len=7803	1.0819	7803	0.5518	51.0445	3983	28	42	0.5696	1	1.51
k127_1728827 flag=1 multi=49.2256 len=6147	0.7060	6147	0.5652	39.3363	2418	16	16	0.5510	0	1.03
k127_1728903 flag=0 multi=87.2955 len=8083	0.4563	8083	0.5628	23.4938	1899	14	15	0.5316	0	0.95
k127_1736757 flag=0 multi=78.0000 len=1314	0.0000	1314	0.5479	0.0000	0	0	0	0.0000	-1	0.00
k127_1738200 flag=0 multi=46.4786 len=5089	0.6408	5089	0.5492	31.4404	1600	13	13	0.5424	0	1.14
k127_1742460 flag=0 multi=57.4677 len=5701	0.1116	5701	0.5538	7.2443	413	2	3	0.5201	0	0.42
k127_1750210 flag=0 multi=256.7094 len=2467	0.4771	2467	0.5594	26.0640	643	3	5	0.5661	0	0.91
k127_1752168 flag=0 multi=63.7399 len=4271	2.4891	4271	0.5596	82.3226	3516	42	46	0.5809	2	2.79
k127_1753639 flag=0 multi=53.4318 len=6042	7.0938	6042	0.5536	60.7911	3673	158	172	0.5528	1	9.88
k127_1755098 flag=1 multi=103.1575 len=4471	0.6251	4471	0.5408	34.5337	1544	7	15	0.5550	0	0.96
k127_1756640 flag=0 multi=109.0670 len=13361	0.7713	13361	0.5709	38.6423	5163	37	45	0.5735	0	1.17
k127_1759899 flag=0 multi=122.0000 len=5592	0.3058	5592	0.5422	21.0479	1177	4	8	0.5403	0	0.63
k127_1760648 flag=0 multi=49.2264 len=10041	0.6761	10041	0.5532	35.0762	3522	26	28	0.5524	0	1.13
k127_1762190 flag=0 multi=65.1841 len=1496	0.6457	1496	0.5816	27.0053	404	4	3	0.6150	0	1.25
k127_1768572 flag=0 multi=115.0000 len=1270	0.5953	1270	0.5669	27.4803	349	3	3	0.5726	0	1.07
k127_1773245 flag=0 multi=56.9727 len=2505	0.6631	2505	0.5545	31.0180	777	7	8	0.5897	0	1.16
k127_1795441 flag=0 multi=68.0000 len=1685	3.8030	1685	0.5561	87.4777	1474	25	30	0.5649	3	3.59
k127_1798406 flag=0 multi=48.6131 len=2440	0.1754	2440	0.5549	12.7459	311	1	2	0.5958	0	0.49
k127_1810397 flag=0 multi=67.1030 len=8153	1.4592	8153	0.5410	40.2429	3281	50	44	0.5734	0	2.50
k127_1815045 flag=0 multi=49.0366 len=4094	0.5354	4094	0.5574	17.3913	712	13	5	0.5219	0	1.54
k127_1819058 flag=1 multi=37.0000 len=1352	0.9327	1352	0.5311	39.1272	529	6	5	0.5070	0	1.39
k127_1820995 flag=0 multi=24.1263 len=1275	0.2973	1275	0.5514	12.6275	161	2	1	0.5488	0	0.81
k127_1842347 flag=0 multi=125.0061 len=3732	0.4652	3732	0.5399	24.1693	902	8	7	0.5503	0	1.04
k127_1846613 flag=0 multi=53.5740 len=5615	1.0317	5615	0.5653	37.8807	2127	23	24	0.5820	0	1.75
k127_1858102 flag=1 multi=54.0000 len=3499	1.0317	3499	0.5404	53.5867	1875	13	14	0.5579	1	1.16
k127_1863446 flag=0 multi=39.3288 len=1681	0.6002	1681	0.5669	35.6930	600	3	4	0.5397	0	0.85
k127_1864246 flag=0 multi=50.9888 len=1999	0.8554	1999	0.5618	42.2711	845	7	8	0.5113	0	1.25
k127_1870308 flag=0 multi=132.5607 len=3182	0.4145	3182	0.5484	17.0019	541	5	5	0.5201	0	1.23
k127_1877742 flag=0 multi=60.1227 len=1610	0.5689	1610	0.5391	45.9627	740	2	5	0.5081	0	0.68
k127_1878715 flag=0 multi=42.5366 len=2052	0.9211	2052	0.5492	45.7115	938	7	9	0.5451	0	1.20
k127_1898615 flag=0 multi=76.0737 len=8408	0.2733	8408	0.5459	17.8283	1499	10	10	0.5278	0	0.67
k127_1902387 flag=0 multi=69.9866 len=2732	1.3770	2732	0.5498	41.6545	1138	17	16	0.6037	0	1.97
k127_1914002 flag=0 multi=87.7027 len=3780	0.5103	3780	0.5630	28.9683	1095	8	6	0.5619	0	0.85
k127_1915021 flag=0 multi=73.0256 len=3172	1.2298	3172	0.5817	48.5813	1541	15	17	0.5949	0	1.81
k127_1923265 flag=1 multi=83.0000 len=2682	0.5738	2682	0.5638	33.0723	887	7	8	0.5322	0	1.01
k127_1937429 flag=0 multi=36.2120 len=2570	0.9568	2570	0.5774	43.1518	1109	10	9	0.5740	0	1.41
k127_1947940 flag=0 multi=82.5085 len=6935	0.4903	6935	0.5383	29.7044	2060	12	13	0.5535	0	0.88
k127_1949466 flag=0 multi=180.5617 len=2324	0.8059	2324	0.5452	46.0413	1070	7	8	0.5570	0	1.05
k127_1959424 flag=0 multi=106.7748 len=4833	0.7513	4833	0.5543	36.8508	1781	13	15	0.5602	0	1.26
k127_1962595 flag=0 multi=98.6912 len=1691	0.0692	1691	0.5582	6.9190	117	0	1	0.5610	0	0.25
k127_1966412 flag=0 multi=83.0000 len=2594	0.5567	2594	0.5625	21.7039	563	7	5	0.5668	0	1.23
k127_1969703 flag=0 multi=92.9232 len=4450	1.5025	4450	0.5571	39.8652	1774	28	24	0.5576	0	2.50
k127_1978005 flag=0 multi=76.5894 len=8303	0.9430	8303	0.5575	43.6830	3627	31	32	0.5655	0	1.44
k127_1984075 flag=0 multi=87.4180 len=2821	0.4970	2821	0.5519	29.9894	846	6	7	0.5302	0	0.82
k127_2008211 flag=0 multi=72.7528 len=5297	0.9862	5297	0.5503	38.4746	2038	22	18	0.5670	0	1.57
k127_2021837 flag=0 multi=96.0000 len=1262	0.2187	1262	0.5357	20.7607	262	1	1	0.5580	0	0.44
k127_2039950 flag=0 multi=53.8978 len=1575	0.7473	1575	0.5143	23.0476	363	5	4	0.4899	0	1.70
k127_2047659 flag=0 multi=66.7120 len=3822	1.3817	3822	0.5764	58.0586	2219	18	23	0.5816	1	1.53
k127_2062881 flag=0 multi=63.0027 len=3486	0.8026	3486	0.5574	36.1733	1261	9	12	0.5690	0	1.28
k127_2086552 flag=0 multi=96.9379 len=1319	0.6513	1319	0.5595	48.9007	645	2	4	0.5805	0	0.76
k127_2107784 flag=0 multi=48.0149 len=3351	0.7416	3351	0.5831	43.3900	1454	9	10	0.5639	0	1.01
k127_2111913 flag=0 multi=88.9423 len=4064	0.7114	4064	0.5512	33.2185	1350	14	10	0.5341	0	1.27
k127_2121723 flag=0 multi=66.9930 len=1852	1.0491	1852	0.5594	57.9374	1073	8	9	0.5616	1	1.17
k127_2122367 flag=0 multi=99.8385 len=13726	0.7370	13726	0.5441	35.6477	4893	42	38	0.5640	0	1.26
k127_2126320 flag=0 multi=57.0769 len=12785	0.2852	12785	0.5524	19.0066	2430	13	15	0.5540	0	0.63
k127_2157223 flag=0 multi=61.9192 len=3259	0.8684	3259	0.5489	43.7251	1425	10	12	0.5481	0	1.11
k127_2161837 flag=1 multi=48.0442 len=3856	0.8270	3856	0.5853	42.6349	1644	10	15	0.5905	0	1.19
k127_2166306 flag=1 multi=50.6977 len=4239	0.2880	4239	0.5423	17.5985	746	4	5	0.5916	0	0.73
k127_2190178 flag=0 multi=60.4583 len=1687	0.9935	1687	0.5453	42.7386	721	4	8	0.5711	0	1.42
k127_2204865 flag=0 multi=60.7341 len=4143	0.6959	4143	0.5402	38.9331	1613	10	13	0.5430	0	1.04
k127_2205906 flag=0 multi=103.4538 len=6984	1.2686	6984	0.5557	44.4015	3101	33	39	0.5680	0	1.85
k127_2220913 flag=0 multi=46.2722 len=1802	0.3002	1802	0.5433	15.9822	288	2	2	0.4948	0	0.70
k127_2225514 flag=1 multi=50.7523 len=2323	0.4916	2323	0.5540	30.2195	702	3	5	0.5516	0	0.81
k127_2230604 flag=1 multi=85.3287 len=9232	0.2824	9232	0.5445	18.3276	1692	11	11	0.5631	0	0.68
k127_2243770 flag=0 multi=109.8715 len=12768	1.5399	12768	0.5559	35.3305	4511	120	63	0.5841	0	5.37
k127_2249691 flag=0 multi=49.4743 len=2033	0.9631	2033	0.5760	41.7609	849	7	9	0.5918	0	1.45
k127_2259055 flag=0 multi=87.0000 len=1719	0.1704	1719	0.5654	11.3438	195	1	1	0.5495	0	0.51
k127_2263344 flag=0 multi=41.0000 len=1807	0.6464	1807	0.5523	28.4449	514	4	5	0.5472	0	1.16
k127_2267574 flag=0 multi=68.2173 len=10740	1.0529	10740	0.5615	39.5624	4249	46	49	0.5724	0	2.05
k127_2280043 flag=0 multi=61.6025 len=3518	0.6296	3518	0.5591	39.7385	1398	9	8	0.5836	0	0.88
k127_2284669 flag=0 multi=50.1299 len=4660	0.1747	4660	0.5500	13.3906	624	3	3	0.5427	0	0.48
k127_2298965 flag=0 multi=39.0490 len=1759	0.7942	1759	0.5725	42.8084	753	8	5	0.6077	0	1.26
k127_2299610 flag=0 multi=56.0412 len=3090	1.2100	3090	0.5634	48.1877	1489	15	17	0.5790	0	1.63
k127_2300130 flag=0 multi=35.2135 len=3288	0.6353	3288	0.5538	35.7056	1174	7	8	0.5616	0	1.01
k127_2303370 flag=0 multi=63.0151 len=2443	0.6779	2443	0.5620	32.6648	798	4	8	0.5856	0	1.17
k127_2305012 flag=1 multi=136.9961 len=1934	1.0321	1934	0.5408	48.7073	942	6	9	0.5619	0	1.51
k127_2308267 flag=0 multi=44.4964 len=4567	0.3795	4567	0.5354	18.3052	836	8	7	0.5533	0	1.03
k127_2315367 flag=0 multi=42.0738 len=2674	0.4424	2674	0.5580	35.7891	957	4	5	0.5669	0	0.64
k127_2328330 flag=0 multi=35.3630 len=1871	1.6505	1871	0.5607	66.5420	1245	13	13	0.5902	1	1.75
k127_2331653 flag=1 multi=97.0000 len=1938	1.2110	1938	0.5635	46.3880	899	10	10	0.5729	0	1.85
k127_2334970 flag=0 multi=63.6983 len=9063	0.6534	9063	0.5535	29.4604	2670	20	29	0.5992	0	1.30
k127_2336647 flag=1 multi=81.8321 len=5368	1.9171	5368	0.5479	53.7072	2883	41	39	0.5393	1	2.36
k127_2358086 flag=0 multi=187.4564 len=2787	0.4094	2787	0.5551	23.0714	643	6	5	0.5617	0	0.82
k127_2379665 flag=0 multi=117.5410 len=3480	0.3966	3480	0.5506	24.2529	844	7	4	0.5568	0	0.76
k127_2384352 flag=0 multi=182.0000 len=2184	0.2752	2184	0.5755	16.7125	365	2	3	0.5796	0	0.64
k127_2385673 flag=0 multi=80.0000 len=2181	0.2930	2181	0.5823	15.4975	338	3	2	0.5536	0	0.73
k127_2393335 flag=0 multi=73.7897 len=11979	0.8216	11979	0.5468	34.7942	4168	39	40	0.5613	0	1.65
k127_2413829 flag=0 multi=90.0156 len=7736	0.9377	7736	0.5773	43.2523	3346	28	27	0.5635	0	1.40
k127_2417092 flag=0 multi=110.0000 len=2999	0.9030	2999	0.5675	27.3424	820	11	12	0.5693	0	2.02
k127_2421716 flag=0 multi=61.8782 len=4551	2.2074	4551	0.5372	64.1617	2920	39	39	0.5450	1	3.05
k127_2422362 flag=0 multi=69.1422 len=4474	0.6873	4474	0.5407	26.5981	1190	10	13	0.5054	0	1.41
k127_2424543 flag=0 multi=65.0000 len=1279	0.7068	1279	0.5653	49.0227	627	4	3	0.5623	0	0.80
k127_2432833 flag=0 multi=43.0030 len=7214	0.4605	7214	0.5653	23.4405	1691	11	14	0.5640	0	0.96
k127_2450561 flag=0 multi=116.0473 len=2665	0.4034	2665	0.5531	25.4784	679	6	3	0.6035	0	0.76
k127_2487341 flag=0 multi=51.6565 len=4328	0.9526	4328	0.5635	33.8494	1465	17	16	0.5915	0	1.67
k127_2511967 flag=0 multi=192.9873 len=3829	0.5863	3829	0.5772	21.8856	838	14	6	0.5436	0	1.93
k127_2517946 flag=0 multi=56.6299 len=5861	0.4549	5861	0.5480	25.9171	1519	9	13	0.5430	0	0.91
k127_2520880 flag=0 multi=57.9227 len=5808	1.2874	5808	0.5498	39.9449	2320	27	35	0.5811	0	2.33
k127_2528493 flag=0 multi=68.5988 len=1418	0.2087	1418	0.5374	11.2835	160	1	1	0.4865	0	0.60
k127_2569943 flag=0 multi=39.1140 len=2566	1.4291	2566	0.5472	56.8200	1458	11	18	0.5629	1	1.86
k127_2570181 flag=1 multi=86.5190 len=1312	0.3399	1312	0.5130	15.3201	201	2	1	0.4153	0	0.86
k127_2571686 flag=0 multi=46.6826 len=10870	0.0643	10870	0.5419	4.1030	446	2	4	0.4734	0	0.33
k127_2573098 flag=0 multi=123.5688 len=7671	0.6186	7671	0.5636	36.3316	2787	15	21	0.5652	0	0.95
k127_2585904 flag=0 multi=38.1020 len=1068	1.1639	1068	0.5440	43.9139	469	5	4	0.5381	0	1.66
k127_2589166 flag=0 multi=40.0499 len=2213	0.5947	2213	0.5843	20.2440	448	7	4	0.6077	0	1.50
k127_2592662 flag=0 multi=69.5383 len=2700	0.9404	2700	0.5433	32.4444	876	9	12	0.5740	0	1.90
k127_2601183 flag=0 multi=62.8411 len=3865	0.7741	3865	0.5752	41.3195	1597	14	11	0.5873	0	1.14
k127_2604905 flag=0 multi=56.4354 len=5518	0.3991	5518	0.5578	17.4520	963	10	8	0.5393	0	1.13
k127_2608227 flag=1 multi=61.1165 len=2848	0.5860	2848	0.5527	31.9874	911	5	7	0.5666	0	0.97
k127_2609123 flag=0 multi=138.0000 len=1909	0.3766	1909	0.5526	22.0010	420	2	3	0.5692	0	0.76
k127_2618263 flag=0 multi=62.2830 len=2081	0.7511	2081	0.5738	32.5324	677	6	6	0.6147	0	1.29
k127_2625603 flag=0 multi=96.6016 len=7371	0.7055	7371	0.5432	32.8585	2422	18	20	0.5553	0	1.24
k127_2645409 flag=0 multi=98.5943 len=7539	0.8640	7539	0.5460	36.7423	2770	30	24	0.5495	0	1.58
k127_2649645 flag=0 multi=111.8501 len=2756	0.6226	2756	0.5522	29.1727	804	7	6	0.5719	0	1.09
k127_2658090 flag=0 multi=59.7951 len=2475	0.9329	2475	0.5455	51.5152	1275	7	10	0.5690	1	1.06
k127_2669717 flag=0 multi=53.5464 len=2711	0.3124	2711	0.5540	17.5212	475	5	2	0.5640	0	0.74
k127_2688828 flag=0 multi=111.0000 len=2746	0.2247	2746	0.5375	14.5666	400	2	3	0.5122	0	0.58
k127_2688947 flag=0 multi=119.4349 len=7981	0.4675	7981	0.5387	30.3095	2419	17	12	0.5409	0	0.78
k127_2695328 flag=0 multi=44.3201 len=2779	1.3487	2779	0.5606	57.0349	1585	21	12	0.5699	1	1.59
k127_2703645 flag=1 multi=47.0000 len=3818	0.6129	3818	0.5513	38.4756	1469	8	10	0.5637	0	0.88
k127_2709721 flag=0 multi=138.7419 len=1243	0.0000	1243	0.5551	0.0000	0	0	0	0.0000	-1	0.00
k127_2713609 flag=0 multi=43.3112 len=2707	0.5933	2707	0.5645	35.0942	950	5	7	0.5504	0	0.92
k127_2717559 flag=0 multi=52.8915 len=3492	0.9828	3492	0.5484	52.1191	1820	13	14	0.5610	1	1.21
k127_2724749 flag=0 multi=97.9547 len=6181	0.5543	6181	0.5572	32.1469	1987	14	12	0.5666	0	0.95
k127_2745851 flag=0 multi=36.1384 len=6708	0.9439	6708	0.5644	36.7770	2467	25	26	0.5865	0	1.57
k127_2754874 flag=0 multi=75.7043 len=2636	0.6464	2636	0.5300	29.1351	768	7	7	0.5184	0	1.15
k127_2765024 flag=0 multi=64.5366 len=8044	0.2030	8044	0.5573	15.1790	1221	9	6	0.5576	0	0.53
k127_2765582 flag=0 multi=67.0000 len=4569	0.6010	4569	0.5463	35.0186	1600	10	10	0.5536	0	1.05
k127_2783619 flag=0 multi=98.3348 len=4488	1.4577	4488	0.5740	55.7932	2504	26	28	0.5679	1	2.23
k127_2808458 flag=0 multi=38.0000 len=3433	0.9420	3433	0.5870	47.1599	1619	15	12	0.6028	0	1.24
k127_2820807 flag=0 multi=77.7852 len=3618	0.8585	3618	0.5439	45.1078	1632	12	12	0.5497	0	1.10
k127_2850766 flag=0 multi=39.9831 len=1013	0.9773	1013	0.5696	36.6239	371	4	4	0.5162	0	1.78
k127_2859132 flag=0 multi=78.0000 len=1024	0.5654	1024	0.5479	32.0313	328	2	2	0.5509	0	0.86
k127_2869455 flag=0 multi=96.0000 len=2877	0.5547	2877	0.5759	33.4724	963	4	9	0.5731	0	0.89
k127_2872418 flag=0 multi=68.7045 len=3802	2.1399	3802	0.5523	52.5250	1997	32	34	0.5691	1	3.07
k127_2873493 flag=0 multi=88.8155 len=11320	0.6569	11320	0.5588	34.1696	3868	30	28	0.5708	0	1.12
k127_2881421 flag=0 multi=95.9492 len=3319	0.9467	3319	0.5423	47.7855	1586	13	12	0.5479	0	1.26
k127_2882375 flag=0 multi=71.6077 len=1371	0.2567	1371	0.5551	20.5689	282	1	2	0.5994	0	0.54
k127_2888830 flag=0 multi=123.8141 len=2564	0.4142	2564	0.5503	18.9938	487	4	7	0.5700	0	1.10
k127_2900166 flag=0 multi=71.0000 len=1165	3.9279	1165	0.5210	86.1803	1004	15	21	0.5330	4	2.66
k127_2910590 flag=0 multi=64.0519 len=1168	1.5240	1168	0.5462	67.5514	789	9	8	0.5782	1	1.47
k127_2925679 flag=0 multi=55.7603 len=9121	2.3279	9121	0.5474	30.5997	2791	90	81	0.5929	0	8.00
k127_2932706 flag=0 multi=45.9952 len=2018	0.9272	2018	0.5302	36.0753	728	6	8	0.5126	0	1.90
k127_2938942 flag=0 multi=50.0000 len=3748	0.5491	3748	0.5616	23.3991	877	8	9	0.5811	0	1.12
k127_2941768 flag=0 multi=44.3083 len=1217	0.4051	1217	0.5776	15.4478	188	2	2	0.6329	0	1.02
k127_2955247 flag=0 multi=57.8588 len=6219	0.5900	6219	0.5512	30.4390	1893	16	15	0.5629	0	1.10
k127_2979394 flag=0 multi=65.7147 len=3054	0.3602	3054	0.5341	17.8127	544	4	4	0.5337	0	0.87
k127_2980024 flag=0 multi=52.0070 len=4001	0.4269	4001	0.5484	22.7693	911	6	7	0.5395	0	0.91
k127_2994826 flag=1 multi=50.8180 len=2599	5.4252	2599	0.5410	88.7264	2306	67	47	0.5469	4	5.32
k127_3051902 flag=0 multi=71.2754 len=3192	0.0000	3192	0.5307	0.0000	0	0	0	0.0000	-1	0.00
k127_3058081 flag=0 multi=158.0749 len=13286	0.9655	13286	0.5516	42.1496	5600	51	49	0.5597	0	1.48
k127_3066093 flag=0 multi=89.0000 len=1356	1.2124	1356	0.5656	42.0354	570	7	7	0.5846	0	1.84
k127_3072646 flag=1 multi=38.0000 len=2122	1.4967	2122	0.5495	37.8888	804	11	13	0.5343	0	2.48
k127_3085648 flag=0 multi=77.4620 len=1787	0.9071	1787	0.5730	42.1936	754	6	7	0.5806	0	1.31
k127_3097644 flag=0 multi=42.3740 len=4357	0.4547	4357	0.5488	28.1386	1226	8	7	0.5148	0	0.80
k127_3117747 flag=0 multi=77.5455 len=1821	0.3910	1821	0.5563	29.0500	529	3	3	0.5618	0	0.66
k127_3121435 flag=1 multi=127.4531 len=4744	1.0371	4744	0.5679	35.4764	1683	20	18	0.5688	0	1.75
k127_3123823 flag=0 multi=80.9001 len=2830	0.3110	2830	0.5417	21.0247	595	4	3	0.5612	0	0.64
k127_3137722 flag=0 multi=139.9205 len=5749	1.2818	5749	0.5693	53.4702	3074	28	28	0.5686	1	1.72
k127_3141962 flag=0 multi=47.2020 len=5697	0.4943	5697	0.5671	22.0642	1257	8	16	0.5718	0	1.16
k127_3145208 flag=0 multi=164.0000 len=1500	0.8973	1500	0.5747	50.6667	760	5	6	0.5292	1	1.14
k127_3155853 flag=0 multi=56.1686 len=2654	0.7087	2654	0.5520	32.5923	865	8	6	0.5604	0	1.29
k127_3156199 flag=1 multi=48.7685 len=4171	2.0662	4171	0.5490	57.3963	2394	34	35	0.5618	1	2.48
k127_3167229 flag=0 multi=85.4081 len=6608	0.9198	6608	0.5620	40.6326	2685	31	21	0.5787	0	1.44
k127_3195862 flag=0 multi=46.4306 len=3873	0.7031	3873	0.5714	30.2608	1172	11	12	0.5628	0	1.35
k127_3220127 flag=0 multi=39.1881 len=2535	0.2832	2535	0.5404	13.6884	347	4	2	0.5543	0	0.78
k127_3220856 flag=0 multi=89.9173 len=3814	0.4615	3814	0.5288	25.3540	967	8	7	0.5170	0	0.89
k127_3245939 flag=0 multi=150.9783 len=1277	0.6797	1277	0.5717	41.9734	536	3	4	0.5492	0	0.86
k127_3254293 flag=0 multi=71.7774 len=1996	0.3853	1996	0.5576	25.3507	506	4	2	0.5187	0	0.71
k127_3271937 flag=0 multi=71.1749 len=3260	0.9031	3260	0.5623	33.1288	1080	13	12	0.5949	0	1.77
k127_3277178 flag=0 multi=45.0000 len=1596	1.2675	1596	0.5526	53.2581	850	8	8	0.5553	1	1.45
k127_3288943 flag=0 multi=74.3108 len=5700	1.2560	5700	0.5616	53.4211	3045	28	31	0.5557	1	1.59
k127_3292144 flag=0 multi=42.0057 len=1523	0.2337	1523	0.5384	16.1523	246	1	2	0.5348	0	0.57
k127_3311883 flag=0 multi=88.5663 len=1508	0.6379	1508	0.5524	32.0292	483	4	4	0.5260	0	1.12
k127_3312855 flag=0 multi=51.2941 len=1164	2.2869	1164	0.5507	45.5326	530	11	10	0.6151	0	4.00
k127_3332107 flag=0 multi=69.1160 len=9102	0.5837	9102	0.5576	32.8719	2992	19	25	0.5281	0	1.02
k127_3339422 flag=0 multi=58.3037 len=6719	0.8339	6719	0.5660	30.5403	2052	21	23	0.5715	0	1.86
k127_3352164 flag=0 multi=107.0070 len=8394	0.6226	8394	0.5540	35.8113	3006	19	19	0.5802	0	0.96
k127_3356112 flag=0 multi=45.0000 len=2091	0.3582	2091	0.5634	23.8164	498	3	3	0.5783	0	0.69
k127_3356331 flag=0 multi=69.0213 len=7068	0.5211	7068	0.5461	29.8104	2107	13	14	0.5431	0	0.88
k127_3377819 flag=0 multi=42.4925 len=1187	0.3656	1187	0.5678	26.0320	309	1	2	0.5813	0	0.67
k127_3396399 flag=0 multi=82.6631 len=7185	0.1974	7185	0.5709	13.2359	951	7	8	0.5743	0	0.54
k127_3410415 flag=1 multi=95.5529 len=3708	0.2309	3708	0.5251	15.8576	588	4	2	0.5081	0	0.57
k127_3412623 flag=0 multi=101.9501 len=5574	1.4535	5574	0.5565	36.5088	2035	32	31	0.5645	0	3.59
k127_3429068 flag=0 multi=54.0334 len=2220	1.1964	2220	0.5757	45.5856	1012	12	10	0.5892	0	1.63
k127_3432754 flag=0 multi=69.9441 len=1613	0.3838	1613	0.5567	28.5183	460	3	2	0.4796	0	0.66
k127_3454427 flag=0 multi=66.9731 len=6868	1.0786	6868	0.5588	41.4240	2845	28	31	0.5751	0	1.77
k127_3454753 flag=0 multi=93.1879 len=5581	0.7540	5581	0.5750	33.0944	1847	15	16	0.5412	0	1.45
k127_3454806 flag=1 multi=60.9866 len=1916	1.1420	1916	0.5595	47.6514	913	13	4	0.5639	0	2.23
k127_3463913 flag=0 multi=39.0732 len=3762	0.5609	3762	0.5673	25.8373	972	9	8	0.5646	0	1.24
k127_3464062 flag=0 multi=66.0107 len=3592	0.6810	3592	0.5568	44.8218	1610	8	13	0.5690	0	0.88
k127_3476382 flag=0 multi=50.2668 len=1480	3.3493	1480	0.5791	81.4865	1206	18	21	0.5933	2	3.37
k127_3480211 flag=0 multi=41.0000 len=1281	0.7096	1281	0.5379	37.7049	483	3	3	0.5693	0	1.21
k127_3483444 flag=0 multi=51.6811 len=3235	3.4730	3235	0.5734	70.8192	2291	43	48	0.5728	2	3.69
k127_3492423 flag=0 multi=74.5723 len=7679	1.4605	7679	0.5580	56.8954	4369	42	49	0.5576	1	1.71
k127_3497259 flag=0 multi=73.0000 len=2582	1.3300	2582	0.5500	41.0922	1061	11	15	0.5828	0	2.09
k127_3506752 flag=0 multi=105.2586 len=8510	0.5222	8510	0.5629	27.4618	2337	17	19	0.5596	0	1.08
k127_3514756 flag=0 multi=106.4044 len=7031	0.8076	7031	0.5581	37.1355	2611	23	24	0.5676	0	1.34
k127_3521834 flag=1 multi=100.3767 len=3700	0.3570	3700	0.5438	27.1622	1005	6	5	0.5368	0	0.63
k127_3522112 flag=0 multi=93.9948 len=2441	0.5068	2441	0.5580	35.6002	869	6	4	0.5508	0	0.75
k127_3524844 flag=0 multi=59.4089 len=4314	0.6045	4314	0.5603	32.6379	1408	10	9	0.5649	0	0.95
k127_3534114 flag=0 multi=60.6494 len=1867	1.4103	1867	0.5629	47.6165	889	9	15	0.5598	0	2.41
k127_3535811 flag=0 multi=134.5412 len=10296	0.9108	10296	0.5652	37.2378	3834	38	39	0.5751	0	1.63
k127_3541629 flag=0 multi=136.0000 len=1739	1.7947	1739	0.5561	60.6095	1054	11	13	0.5938	1	2.28
k127_3542012 flag=0 multi=54.3101 len=1417	0.9104	1417	0.5526	47.8476	678	4	5	0.5585	0	1.11
k127_3557017 flag=0 multi=57.9517 len=7542	1.4077	7542	0.5577	48.5548	3662	37	40	0.5580	0	2.15
k127_3559459 flag=0 multi=48.4018 len=6262	0.4152	6262	0.5663	29.6231	1855	9	11	0.5577	0	0.72
k127_3568742 flag=0 multi=116.0522 len=2696	0.3234	2696	0.5419	24.5178	661	4	3	0.5073	0	0.61
k127_3569205 flag=0 multi=60.2001 len=9778	0.3012	9778	0.5773	20.3211	1987	8	14	0.5600	0	0.67
k127_3569933 flag=0 multi=54.1454 len=4468	0.4613	4468	0.5687	17.5470	784	10	7	0.5588	0	1.53
k127_3578976 flag=0 multi=75.5842 len=3602	0.8484	3602	0.5330	30.6219	1103	10	16	0.5658	0	1.84
k127_3590073 flag=0 multi=49.0000 len=2024	1.1709	2024	0.5682	60.1779	1218	9	9	0.5805	1	1.28
k127_3614063 flag=0 multi=86.1614 len=2165	0.4794	2165	0.5441	26.5127	574	4	4	0.5510	0	0.87
