#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k127_3003807 flag=0 multi=195.4545 len=1722	31.2578	1722	0.6353	100.0000	1722	191	222	0.6385	25	22.13
k127_3004526 flag=0 multi=94.2518 len=2975	34.1983	2975	0.6091	93.9496	2795	407	384	0.6124	22	36.59
k127_3009804 flag=1 multi=128.0000 len=1067	34.2043	1067	0.6195	100.0000	1067	144	136	0.6271	24	29.23
k127_3022128 flag=0 multi=69.1505 len=2187	7.9986	2187	0.6200	79.4239	1737	68	80	0.6374	3	10.16
k127_3028980 flag=0 multi=71.3177 len=1257	6.2864	1257	0.6285	98.4089	1237	31	36	0.6102	4	6.30
k127_3031885 flag=0 multi=111.3960 len=2069	15.2373	2069	0.6042	99.0817	2050	119	146	0.6307	11	13.65
k127_3033357 flag=0 multi=143.6102 len=1189	15.0631	1189	0.6257	100.0000	1189	70	81	0.6118	15	6.41
k127_3033754 flag=1 multi=69.0000 len=1334	0.2024	1334	0.6117	12.4438	166	1	1	0.6296	0	0.56
k127_3037397 flag=1 multi=77.7543 len=1356	20.9948	1356	0.6364	99.8525	1354	108	108	0.6307	15	19.80
k127_3045947 flag=1 multi=83.0000 len=4130	8.0838	4130	0.6230	54.3584	2245	116	120	0.6474	2	19.85
k127_3048916 flag=0 multi=180.5959 len=1723	20.8479	1723	0.6448	100.0000	1723	133	154	0.6312	18	13.47
k127_3050475 flag=0 multi=78.0847 len=1308	11.6820	1308	0.6124	99.9235	1307	58	55	0.5998	11	6.56
k127_3056095 flag=0 multi=191.5388 len=1701	6.4974	1701	0.6355	87.3016	1485	43	47	0.6261	3	6.49
k127_3057187 flag=1 multi=88.0953 len=2562	17.4118	2562	0.6230	93.7939	2403	159	192	0.6369	14	15.72
k127_3059047 flag=1 multi=60.0000 len=1384	6.7905	1384	0.6084	77.4566	1072	38	35	0.6102	8	4.86
k127_3059155 flag=0 multi=78.2483 len=1158	8.2945	1158	0.5907	100.0000	1158	36	34	0.5937	7	4.63
k127_3059255 flag=0 multi=191.0000 len=3025	24.7954	3025	0.6334	100.0000	3025	280	301	0.6136	19	16.43
k127_3060698 flag=0 multi=89.9841 len=1700	31.0112	1700	0.6406	100.0000	1700	215	211	0.6273	22	28.58
k127_3067276 flag=0 multi=147.9396 len=1336	7.1085	1336	0.6183	82.7096	1105	36	35	0.6101	8	5.41
k127_3080408 flag=0 multi=145.6638 len=4030	17.4839	4030	0.6288	98.4864	3969	280	274	0.6236	17	9.96
k127_3089480 flag=0 multi=118.1737 len=3575	52.0792	3575	0.6302	98.4056	3518	686	711	0.6238	15	66.13
k127_3135433 flag=0 multi=99.4645 len=2097	16.8684	2097	0.6209	100.0000	2097	142	151	0.6193	12	13.97
k127_3167503 flag=0 multi=163.2544 len=3154	22.5783	3154	0.6214	74.8256	2360	268	272	0.6344	14	28.28
k127_3178161 flag=0 multi=90.2775 len=8102	4.2332	8102	0.5913	80.7455	6542	129	145	0.6113	2	5.37
k127_3179266 flag=1 multi=240.8833 len=2183	29.6170	2183	0.6267	97.9386	2138	252	265	0.6448	26	19.28
k127_3185880 flag=0 multi=65.8655 len=1964	7.8854	1964	0.5677	99.5418	1955	58	58	0.5738	5	6.12
k127_3189892 flag=1 multi=236.0091 len=2204	13.4047	2204	0.6452	96.0073	2116	114	131	0.6338	10	12.65
k127_3202948 flag=0 multi=127.8927 len=1684	27.8498	1684	0.6431	100.0000	1684	174	184	0.6338	22	23.13
k127_3215514 flag=1 multi=83.0000 len=1054	14.6841	1054	0.6319	100.0000	1054	60	60	0.6302	12	7.70
k127_3221784 flag=1 multi=47.4368 len=1171	11.7592	1171	0.6097	71.0504	832	55	60	0.6178	12	10.63
k127_3228116 flag=0 multi=107.5385 len=1204	0.4718	1204	0.6719	38.0399	458	3	2	0.6637	0	0.66
k127_3228916 flag=1 multi=103.0000 len=2070	26.8870	2070	0.6469	100.0000	2070	220	225	0.6290	24	20.18
k127_3236825 flag=0 multi=120.2220 len=1609	26.5009	1609	0.6557	100.0000	1609	153	192	0.6337	28	13.59
k127_3238830 flag=0 multi=118.1084 len=1271	44.9756	1271	0.6735	100.0000	1271	215	232	0.6519	46	20.60
k127_3245648 flag=1 multi=107.3340 len=4319	40.7273	4319	0.6495	100.0000	4319	655	711	0.6325	14	51.61
k127_3255149 flag=0 multi=142.8988 len=1214	31.4827	1214	0.6293	98.5173	1196	135	165	0.6244	34	14.54
k127_3257792 flag=0 multi=115.9903 len=2285	12.0547	2285	0.6044	96.8490	2213	115	110	0.5964	8	10.47
k127_3263155 flag=0 multi=148.8383 len=2600	117.7008	2600	0.6262	100.0000	2600	1161	1162	0.6217	94	81.88
k127_3263547 flag=1 multi=48.0000 len=1309	43.3690	1309	0.6287	98.4721	1289	211	228	0.6495	39	29.32
k127_3272658 flag=0 multi=76.8441 len=1788	13.1197	1788	0.6331	96.3087	1722	92	86	0.6188	12	8.40
k127_3277054 flag=0 multi=131.1356 len=1823	66.2101	1823	0.6226	99.7806	1819	458	475	0.6322	62	39.11
k127_3294077 flag=0 multi=248.7301 len=1183	28.9552	1183	0.6112	100.0000	1183	124	143	0.6160	28	13.62
k127_3297348 flag=1 multi=44.0000 len=1396	4.7923	1396	0.5924	90.5444	1264	27	27	0.6095	5	3.41
k127_3300260 flag=1 multi=91.0000 len=2047	14.9043	2047	0.6126	99.7557	2042	108	126	0.6035	11	11.61
k127_3318431 flag=1 multi=141.0000 len=1152	26.3993	1152	0.6311	93.1424	1073	121	130	0.6346	28	19.18
k127_3320903 flag=1 multi=162.3098 len=2183	18.2487	2183	0.6001	98.8548	2158	152	162	0.6001	16	13.54
k127_3331293 flag=0 multi=81.0000 len=1041	8.9011	1041	0.6340	97.1182	1011	36	36	0.6293	8	6.49
k127_3332440 flag=0 multi=99.9254 len=1589	18.5532	1589	0.6274	100.0000	1589	109	114	0.6206	16	7.65
k127_3332738 flag=1 multi=152.0286 len=1142	30.6471	1142	0.6086	89.1419	1018	134	140	0.6238	26	27.70
k127_3338192 flag=0 multi=99.8444 len=2113	17.1235	2113	0.6332	100.0000	2113	135	136	0.6211	17	6.97
k127_3352063 flag=0 multi=230.5388 len=2510	19.6849	2510	0.6454	100.0000	2510	183	197	0.6287	19	10.98
k127_3372737 flag=0 multi=128.5860 len=1987	59.7398	1987	0.6346	95.1183	1890	462	461	0.6234	52	48.50
k127_3378905 flag=1 multi=135.5377 len=1401	95.2120	1401	0.6388	100.0000	1401	509	521	0.6327	105	39.06
k127_3380461 flag=0 multi=70.5440 len=1263	31.8084	1263	0.6492	100.0000	1263	147	181	0.6441	31	18.58
k127_3401694 flag=0 multi=137.9493 len=1508	0.4735	1508	0.5995	39.2573	592	3	3	0.5818	0	0.64
k127_3403102 flag=0 multi=100.5655 len=5239	21.4589	5239	0.6016	84.9017	4448	447	443	0.6301	12	28.77
k127_3403915 flag=0 multi=150.4726 len=2319	15.2419	2319	0.6451	100.0000	2319	144	132	0.6389	15	5.97
k127_3406030 flag=0 multi=108.9334 len=1749	23.7141	1749	0.6301	100.0000	1749	159	159	0.6248	23	10.97
k127_3409358 flag=0 multi=130.4765 len=2807	21.2020	2807	0.6056	97.2569	2730	222	242	0.6324	17	15.99
k127_3409571 flag=0 multi=113.6905 len=2324	9.5189	2324	0.5951	99.7418	2318	82	86	0.5895	7	6.54
k127_3410894 flag=0 multi=88.0000 len=1477	8.6236	1477	0.5978	100.0000	1477	45	51	0.5902	7	4.64
k127_3413010 flag=0 multi=102.6779 len=1496	2.4599	1496	0.6096	74.4652	1114	16	15	0.6265	2	2.54
k127_3427830 flag=0 multi=142.0000 len=1664	47.0451	1664	0.6190	100.0000	1664	308	302	0.6283	23	44.09
k127_3441423 flag=0 multi=139.8650 len=1742	24.9581	1742	0.6406	100.0000	1742	178	185	0.6404	25	11.26
k127_3446753 flag=0 multi=123.0000 len=1054	8.3691	1054	0.6442	100.0000	1054	36	35	0.6312	7	4.10
k127_3449090 flag=0 multi=83.7542 len=2470	14.8045	2470	0.6352	98.9474	2444	148	147	0.6383	13	8.60
k127_3456577 flag=0 multi=139.8508 len=1917	19.3495	1917	0.6103	100.0000	1917	142	146	0.6068	16	9.33
k127_3468701 flag=1 multi=44.0000 len=1015	44.0995	1015	0.6197	98.3251	998	181	178	0.6331	48	33.62
k127_3475026 flag=0 multi=157.9391 len=1391	22.4939	1391	0.6420	100.0000	1391	123	115	0.6244	17	15.98
k127_3481020 flag=0 multi=104.0317 len=1702	61.3237	1702	0.6451	100.0000	1702	388	403	0.6292	34	46.56
k127_3491110 flag=0 multi=124.3088 len=3097	15.1379	3097	0.6571	100.0000	3097	184	186	0.6426	15	6.34
k127_3491606 flag=1 multi=89.0000 len=2100	11.2267	2100	0.6262	96.4762	2026	89	96	0.6252	10	8.50
k127_3496264 flag=1 multi=164.0000 len=1519	9.2456	1519	0.6083	88.8084	1349	55	53	0.6169	3	12.61
k127_3496822 flag=0 multi=58.3690 len=3151	24.5036	3151	0.6509	100.0000	3151	308	309	0.6308	16	18.01
k127_3509871 flag=1 multi=65.0000 len=1434	13.7392	1434	0.6130	100.0000	1434	74	76	0.6054	12	8.23
k127_3510643 flag=0 multi=140.0000 len=1076	38.0753	1076	0.6348	100.0000	1076	157	155	0.6516	17	38.18
k127_3515015 flag=1 multi=127.6935 len=2287	29.7490	2287	0.6406	99.9563	2286	244	276	0.6271	27	21.63
k127_3521998 flag=0 multi=101.9360 len=1675	39.4227	1675	0.6304	100.0000	1675	269	256	0.6250	21	30.81
k127_3525510 flag=1 multi=99.0728 len=1913	11.6357	1913	0.6262	98.0136	1875	90	87	0.6224	11	5.48
k127_3529140 flag=1 multi=58.9593 len=1381	17.6322	1381	0.6061	99.2759	1371	94	89	0.6026	16	10.52
k127_3547414 flag=0 multi=87.2084 len=4800	17.3656	4800	0.6240	98.7917	4742	310	334	0.6091	12	17.47
k127_3550656 flag=0 multi=114.0000 len=2225	16.8009	2225	0.6180	100.0000	2225	145	149	0.6165	13	11.65
k127_3551432 flag=0 multi=47.7461 len=1978	9.5025	1978	0.6325	97.5228	1929	76	72	0.6162	10	5.02
k127_3553427 flag=0 multi=333.1092 len=1959	14.1516	1959	0.6085	100.0000	1959	104	106	0.5984	15	6.57
k127_3559951 flag=0 multi=43.5375 len=1381	26.4417	1381	0.6293	100.0000	1381	142	147	0.6371	17	18.95
k127_3561480 flag=0 multi=130.9277 len=2548	11.7072	2548	0.5981	97.3312	2480	112	115	0.5831	11	8.79
k127_3563845 flag=1 multi=58.5548 len=1751	8.6756	1751	0.6008	81.7247	1431	57	59	0.6169	8	7.17
k127_3570134 flag=0 multi=152.3220 len=2428	6.1376	2428	0.6269	96.9522	2354	58	66	0.6318	5	4.18
k127_3570872 flag=0 multi=86.2567 len=19392	7.5647	19392	0.5985	100.0000	19392	269	302	0.6560	5	8.22
k127_3573989 flag=0 multi=126.0000 len=1825	29.4460	1825	0.6312	99.6712	1819	212	205	0.6055	18	37.47
k127_3576750 flag=0 multi=81.8159 len=1746	15.1151	1746	0.6208	100.0000	1746	97	107	0.6085	13	8.06
k127_3577555 flag=0 multi=122.2986 len=1517	24.7719	1517	0.6256	100.0000	1517	136	153	0.6217	22	11.88
k127_3581850 flag=1 multi=70.0000 len=2377	15.9310	2377	0.6361	99.9579	2376	149	148	0.6283	15	8.23
k127_3584118 flag=0 multi=81.2196 len=1848	1.6910	1848	0.6196	61.0931	1129	12	12	0.6066	1	2.02
k127_3586948 flag=0 multi=72.0000 len=1944	30.8066	1944	0.6538	100.0000	1944	246	244	0.6385	24	20.50
k127_3587723 flag=1 multi=45.0000 len=1808	14.7185	1808	0.6272	100.0000	1808	107	107	0.6226	11	10.71
k127_3597712 flag=1 multi=78.8061 len=3783	49.8871	3783	0.6119	96.8808	3665	733	725	0.6131	33	45.75
k127_3598025 flag=0 multi=84.0317 len=1956	17.2776	1956	0.5966	100.0000	1956	124	142	0.5998	17	6.76
k127_3605035 flag=0 multi=116.0298 len=1503	32.9468	1503	0.6327	100.0000	1503	190	189	0.6315	27	19.55
k127_3614685 flag=0 multi=16.8681 len=1461	3.2902	1461	0.6427	66.4613	971	19	22	0.6177	2	3.83
k127_3616481 flag=0 multi=95.9441 len=1559	44.9577	1559	0.6344	100.0000	1559	272	303	0.6344	33	36.46
k127_3617758 flag=0 multi=123.4319 len=1683	19.7689	1683	0.6292	99.1087	1668	131	131	0.6379	19	8.04
k127_3619735 flag=0 multi=284.0021 len=2052	30.4576	2052	0.6145	100.0000	2052	239	247	0.6023	28	20.19
k127_3623864 flag=0 multi=107.0691 len=1284	13.0023	1284	0.6363	100.0000	1284	64	67	0.6195	12	7.37
k127_3634984 flag=1 multi=57.0000 len=1413	20.7650	1413	0.6030	100.0000	1413	112	114	0.6282	14	16.15
k127_3635109 flag=0 multi=194.0000 len=1123	2.4809	1123	0.6278	90.5610	1017	10	11	0.6226	2	1.65
k127_3643477 flag=0 multi=261.4000 len=2537	30.5388	2537	0.6350	99.3299	2520	285	308	0.6303	29	15.50
k127_3646063 flag=0 multi=59.0498 len=1031	27.1581	1031	0.6052	99.8060	1029	110	110	0.6152	24	16.55
k127_3656809 flag=1 multi=31.4778 len=2270	49.1982	2270	0.6326	99.6916	2263	404	458	0.6405	44	31.31
k127_3659093 flag=0 multi=134.8849 len=1604	18.5480	1604	0.6004	89.0274	1428	129	127	0.6378	3	33.35
k127_3665128 flag=1 multi=98.7500 len=1403	7.4284	1403	0.6016	73.4141	1030	41	43	0.6251	7	6.33
k127_3672300 flag=0 multi=54.7244 len=2848	9.5772	2848	0.6183	97.7879	2785	113	109	0.6171	10	5.20
k127_3679054 flag=1 multi=78.0000 len=1250	33.1000	1250	0.6448	98.3200	1229	143	169	0.6332	32	24.95
k127_3680263 flag=1 multi=75.2487 len=1088	23.9550	1088	0.6305	100.0000	1088	98	108	0.6517	19	12.39
k127_3681492 flag=0 multi=124.2286 len=1050	12.0590	1050	0.6162	100.0000	1050	49	53	0.6119	12	5.50
k127_3686007 flag=0 multi=108.0000 len=1239	15.6247	1239	0.5932	100.0000	1239	79	79	0.5856	11	12.44
k127_3689208 flag=0 multi=88.9891 len=2050	16.7776	2050	0.6239	99.2683	2035	130	133	0.6200	16	5.26
k127_3691009 flag=0 multi=133.1361 len=1053	5.0503	1053	0.6268	94.1121	991	22	19	0.6144	5	3.31
k127_3694077 flag=1 multi=92.5918 len=4684	21.6571	4684	0.6189	98.9752	4636	372	384	0.6226	17	15.92
k127_3697429 flag=1 multi=99.1902 len=1725	74.8568	1725	0.6394	92.2319	1591	482	487	0.6236	64	67.03
k127_3710186 flag=0 multi=108.3489 len=5791	12.8781	5791	0.5983	92.6265	5364	278	299	0.6192	11	9.85
k127_3717566 flag=0 multi=175.7811 len=2302	28.5765	2302	0.6316	100.0000	2302	257	264	0.6264	22	16.51
k127_3723284 flag=0 multi=102.8794 len=1512	0.0390	1512	0.6290	3.9021	59	1	0	0.7797	0	0.19
k127_3729792 flag=0 multi=255.6832 len=1784	7.6480	1784	0.6295	76.6256	1367	56	54	0.6147	3	9.17
k127_3734488 flag=1 multi=50.0000 len=3209	11.7130	3209	0.6292	96.9461	3111	145	144	0.6241	12	5.74
k127_3736563 flag=0 multi=59.4989 len=1951	0.7396	1951	0.6489	40.2358	785	6	5	0.6458	0	0.99
k127_3736667 flag=0 multi=154.8374 len=1812	8.9868	1812	0.6043	81.3466	1474	59	74	0.6501	9	7.28
k127_3737653 flag=1 multi=111.0000 len=1092	232.6172	1092	0.6154	100.0000	1092	978	932	0.6075	224	89.81
k127_3738979 flag=0 multi=92.0000 len=1542	20.1952	1542	0.6368	95.2659	1469	114	126	0.6233	18	14.81
k127_3742878 flag=0 multi=103.9696 len=1279	4.0985	1279	0.6130	84.2064	1077	23	20	0.6064	2	4.09
k127_3748129 flag=0 multi=100.0498 len=3904	15.8309	3904	0.6404	97.9252	3823	221	244	0.6544	13	11.98
k127_3759160 flag=1 multi=112.5364 len=2761	174.3926	2761	0.6353	100.0000	2761	1677	1645	0.6383	181	103.55
k127_3764491 flag=1 multi=110.4095 len=1619	12.7727	1619	0.6399	94.9351	1537	83	77	0.6519	13	7.07
k127_3768728 flag=0 multi=87.1759 len=1378	60.4695	1378	0.6306	100.0000	1378	306	345	0.6225	58	21.78
k127_3771328 flag=0 multi=165.0000 len=1253	34.3288	1253	0.6496	100.0000	1253	176	169	0.6388	25	25.17
k127_3781063 flag=0 multi=225.4810 len=1416	18.9096	1416	0.6102	100.0000	1416	105	103	0.6003	12	14.76
k127_3798366 flag=1 multi=143.0000 len=2358	29.8753	2358	0.6255	100.0000	2358	285	271	0.6290	15	39.83
k127_3812228 flag=1 multi=80.1606 len=1528	12.2343	1528	0.6171	100.0000	1528	71	70	0.6214	11	7.69
k127_3814232 flag=0 multi=98.4082 len=1783	23.8323	1783	0.6220	100.0000	1783	163	180	0.6255	20	14.93
k127_3814378 flag=0 multi=82.5957 len=1282	47.4462	1282	0.6310	100.0000	1282	223	247	0.6106	53	28.50
k127_3823514 flag=0 multi=107.7661 len=2136	41.7809	2136	0.6138	98.5955	2106	335	366	0.6106	21	45.71
k127_3823555 flag=0 multi=119.0750 len=1447	5.0276	1447	0.6296	92.9509	1345	29	27	0.6219	4	4.27
k127_3826335 flag=1 multi=106.4054 len=1639	32.0726	1639	0.6376	87.9195	1441	198	208	0.6459	20	35.89
k127_3830595 flag=0 multi=82.5333 len=1102	52.5626	1102	0.6216	100.0000	1102	230	236	0.6248	52	17.85
k127_3831613 flag=1 multi=50.0000 len=1625	13.3298	1625	0.6197	100.0000	1625	89	83	0.6159	13	4.52
k127_3841694 flag=1 multi=107.8053 len=1149	21.6519	1149	0.6362	100.0000	1149	100	101	0.6291	20	11.04
k127_3847580 flag=1 multi=59.7539 len=1358	52.2408	1358	0.6598	100.0000	1358	273	279	0.6402	24	50.25
k127_3848279 flag=0 multi=97.0000 len=1330	28.2083	1330	0.6459	100.0000	1330	150	167	0.6394	27	12.16
k127_3857258 flag=0 multi=115.4669 len=2093	13.9140	2093	0.6125	93.5499	1958	120	113	0.6093	12	12.74
k127_3859491 flag=1 multi=359.3205 len=1971	153.6423	1971	0.6322	100.0000	1971	1128	1179	0.6443	140	116.22
k127_3891544 flag=0 multi=117.5590 len=1059	5.2247	1059	0.6091	99.0557	1049	21	22	0.5984	5	1.79
k127_3893790 flag=0 multi=128.5186 len=3667	15.0747	3667	0.5983	100.0000	3667	203	217	0.5930	14	6.89
k127_3894285 flag=1 multi=73.8246 len=1028	5.1800	1028	0.6060	85.3113	877	20	19	0.5992	5	3.93
k127_3896742 flag=0 multi=50.3432 len=1843	18.1177	1843	0.6169	100.0000	1843	130	130	0.6137	18	7.37
k127_3905289 flag=0 multi=102.5215 len=1778	20.1046	1778	0.6344	100.0000	1778	145	140	0.6364	16	12.74
k127_3905782 flag=0 multi=38.9853 len=1014	9.1677	1014	0.6105	90.4339	917	43	39	0.6121	8	6.35
k127_3908223 flag=0 multi=240.6526 len=1788	4.6734	1788	0.6163	85.4586	1528	34	31	0.6043	3	4.27
k127_3920672 flag=0 multi=267.0000 len=1379	31.5569	1379	0.6432	100.0000	1379	167	171	0.6356	21	23.82
k127_3921876 flag=1 multi=119.0000 len=1046	37.2992	1046	0.6157	100.0000	1046	137	152	0.6000	33	23.44
k127_3923094 flag=0 multi=118.3754 len=4208	17.3859	4208	0.5834	100.0000	4208	279	283	0.5688	16	8.53
k127_3924436 flag=0 multi=68.0000 len=1568	75.0733	1568	0.6142	100.0000	1568	477	471	0.6188	89	38.23
k127_3925224 flag=0 multi=112.9588 len=2674	17.9869	2674	0.6305	95.8489	2563	185	191	0.6217	13	16.45
k127_3941184 flag=1 multi=96.0000 len=2385	32.4717	2385	0.6218	100.0000	2385	260	289	0.6168	33	14.76
k127_3949715 flag=0 multi=64.0823 len=5231	10.3409	5231	0.6169	49.7228	2601	224	218	0.6163	0	29.01
k127_3950287 flag=0 multi=95.3401 len=1253	34.4270	1253	0.6345	100.0000	1253	154	186	0.6162	28	24.49
k127_3955387 flag=0 multi=102.5825 len=1564	76.3101	1564	0.6509	98.7212	1544	436	477	0.6348	53	76.54
k127_3961043 flag=0 multi=120.6692 len=1805	16.1440	1805	0.6366	100.0000	1805	111	112	0.6229	16	7.25
k127_3965783 flag=1 multi=101.7929 len=2078	13.2551	2078	0.6444	99.6631	2071	106	107	0.6268	12	7.60
k127_3972750 flag=0 multi=87.0399 len=2209	45.9330	2209	0.6437	100.0000	2209	373	396	0.6148	38	38.86
k127_3976985 flag=0 multi=76.6904 len=2582	37.6569	2582	0.6325	90.0852	2326	368	390	0.6288	39	27.04
k127_3980442 flag=0 multi=195.3681 len=2224	20.7167	2224	0.6439	100.0000	2224	177	176	0.6309	20	6.97
k127_3987352 flag=0 multi=76.0000 len=5833	8.0579	5833	0.5940	93.8625	5475	166	166	0.5847	7	5.95
k127_3993002 flag=0 multi=60.0000 len=1734	12.9510	1734	0.5957	81.5456	1414	78	95	0.6053	13	12.32
k127_3995711 flag=1 multi=181.0872 len=2088	11.0077	2088	0.6001	86.3506	1803	93	94	0.6035	10	9.13
k127_4015903 flag=0 multi=102.1221 len=3469	23.2762	3469	0.6325	100.0000	3469	307	328	0.6219	19	14.64
k127_4019908 flag=0 multi=83.0870 len=1644	37.0432	1644	0.6454	100.0000	1644	232	239	0.6529	30	21.33
k127_4034084 flag=0 multi=152.6681 len=2278	22.8850	2278	0.6273	100.0000	2278	196	199	0.6247	22	11.25
k127_4041171 flag=0 multi=87.4076 len=2796	7.2361	2796	0.6223	90.2361	2523	70	75	0.6239	7	4.92
k127_4041908 flag=0 multi=127.8558 len=2221	15.0576	2221	0.6421	100.0000	2221	133	132	0.6341	12	9.30
k127_4045913 flag=0 multi=83.7869 len=1319	12.3783	1319	0.5944	100.0000	1319	69	61	0.5959	12	6.78
k127_4051138 flag=0 multi=40.1380 len=1395	21.3742	1395	0.6036	100.0000	1395	114	118	0.6050	17	12.22
k127_4067656 flag=1 multi=69.0000 len=2019	44.8965	2019	0.6469	85.3393	1723	365	385	0.6468	38	40.79
k127_4093476 flag=0 multi=101.3774 len=2329	23.6333	2329	0.6333	100.0000	2329	207	215	0.6263	15	24.45
k127_4099313 flag=1 multi=121.9417 len=1859	17.4567	1859	0.6304	86.4443	1607	122	128	0.6129	18	13.65
k127_4104788 flag=1 multi=116.0715 len=1722	17.9268	1722	0.6312	100.0000	1722	122	125	0.6210	16	9.60
k127_4104944 flag=0 multi=106.6831 len=1162	49.7565	1162	0.6454	100.0000	1162	237	227	0.6368	36	33.05
k127_4110618 flag=0 multi=226.0119 len=2911	29.0271	2911	0.6262	100.0000	2911	318	338	0.6007	27	17.78
k127_4133926 flag=0 multi=83.0944 len=3717	25.7183	3717	0.6422	100.0000	3717	352	383	0.6321	24	12.64
k127_4135373 flag=0 multi=128.1500 len=1420	23.9380	1420	0.6254	100.0000	1420	130	132	0.6163	23	14.74
k127_4149732 flag=0 multi=71.1400 len=1727	2.4737	1727	0.6265	86.5663	1495	15	16	0.6212	2	1.78
k127_4150205 flag=0 multi=175.0861 len=1184	16.1546	1184	0.6284	100.0000	1184	75	81	0.6193	16	5.10
k127_4158071 flag=0 multi=343.0000 len=3085	10.1258	3085	0.6318	100.0000	3085	119	118	0.6159	9	5.09
k127_4162573 flag=1 multi=156.6598 len=1985	15.9567	1985	0.6212	96.9270	1924	116	124	0.6177	13	11.41
k127_4176112 flag=1 multi=47.0000 len=1035	13.9749	1035	0.6058	81.6425	845	55	52	0.5784	11	12.32
k127_4181604 flag=1 multi=83.0000 len=1418	11.5367	1418	0.6093	96.4034	1367	58	69	0.6117	10	9.96
k127_4187508 flag=1 multi=47.0000 len=1228	7.9674	1228	0.6067	91.4495	1123	43	39	0.6035	8	4.64
k127_4188779 flag=0 multi=216.8286 len=3675	25.6030	3675	0.6422	96.7619	3556	345	389	0.6226	16	29.07
k127_4191038 flag=0 multi=137.6241 len=1005	61.3502	1005	0.6368	99.1045	996	232	239	0.6357	74	41.30
k127_4191111 flag=0 multi=94.0000 len=1041	14.5034	1041	0.6225	100.0000	1041	64	61	0.6249	14	4.78
k127_4202622 flag=0 multi=57.3784 len=1081	24.6364	1081	0.6318	97.3173	1052	106	99	0.6017	21	15.92
k127_4212372 flag=0 multi=146.1658 len=1243	26.8021	1243	0.6331	100.0000	1243	129	150	0.6150	27	10.05
k127_4218020 flag=1 multi=142.4914 len=1118	19.4159	1118	0.6225	100.0000	1118	85	83	0.6115	18	11.94
k127_4221883 flag=0 multi=150.5870 len=2289	24.0419	2289	0.6571	100.0000	2289	209	223	0.6537	22	10.18
k127_4232563 flag=0 multi=76.2960 len=2110	29.3237	2110	0.6284	99.2891	2095	227	254	0.6250	25	16.21
k127_4239658 flag=0 multi=167.6532 len=1459	3.3989	1459	0.6011	88.3482	1289	19	18	0.5910	3	2.95
k127_4239866 flag=0 multi=124.5686 len=1075	49.7191	1075	0.6400	100.0000	1075	196	232	0.6387	49	25.50
k127_4241921 flag=1 multi=78.0000 len=5036	6.1203	5036	0.6142	99.8610	5029	72	64	0.6057	6	2.51
k127_4260489 flag=0 multi=130.2847 len=1163	22.3947	1163	0.6234	99.3121	1155	95	104	0.6260	23	8.19
k127_4262809 flag=0 multi=70.0000 len=2465	15.8260	2465	0.6089	96.2677	2373	150	157	0.5994	11	14.52
k127_4263260 flag=0 multi=208.8332 len=4162	40.5521	4162	0.6408	100.0000	4162	639	664	0.6457	22	40.39
k127_4274909 flag=1 multi=74.1277 len=1991	10.4731	1991	0.6293	93.1693	1855	73	93	0.6194	10	5.68
k127_4276693 flag=1 multi=64.0000 len=3132	10.1660	3132	0.6245	91.1558	2855	118	119	0.6267	10	6.92
k127_4277537 flag=1 multi=92.6553 len=2393	26.6143	2393	0.6498	99.7075	2386	243	266	0.6447	14	31.49
k127_4281264 flag=0 multi=176.0000 len=1889	41.6739	1889	0.6395	100.0000	1889	300	303	0.6454	21	45.33
k127_4283396 flag=0 multi=62.7396 len=2800	16.4436	2800	0.6225	97.7500	2737	174	182	0.6243	14	10.00
k127_4286063 flag=0 multi=120.7684 len=3546	23.5135	3546	0.6184	100.0000	3546	322	334	0.6212	20	15.31
k127_4288261 flag=0 multi=169.0000 len=1204	10.2010	1204	0.6005	80.8140	973	53	53	0.5947	11	6.54
k127_4291616 flag=1 multi=59.8705 len=1347	43.0631	1347	0.6466	100.0000	1347	236	236	0.6441	34	28.01
k127_4297078 flag=0 multi=73.4070 len=1675	5.8394	1675	0.6233	99.7015	1670	39	40	0.6139	6	3.50
k127_4300521 flag=0 multi=147.0000 len=1105	63.8000	1105	0.5819	100.0000	1105	259	270	0.5912	67	24.84
k127_4302798 flag=0 multi=60.6377 len=1369	62.7407	1369	0.6194	100.0000	1369	346	346	0.6258	62	36.66
k127_4317671 flag=0 multi=62.2000 len=1407	45.6027	1407	0.6084	100.0000	1407	248	242	0.6260	25	39.96
k127_4319354 flag=1 multi=39.7864 len=2112	39.2519	2112	0.6359	100.0000	2112	312	328	0.6345	41	16.55
k127_4350842 flag=0 multi=124.6603 len=3972	6.1576	3972	0.6020	98.4894	3912	78	83	0.5803	5	4.81
k127_4353221 flag=0 multi=53.0000 len=1199	18.2752	1199	0.5813	100.0000	1199	89	88	0.5842	18	8.30
k127_4355586 flag=0 multi=112.3536 len=1609	165.3599	1609	0.6414	100.0000	1609	982	1075	0.6324	180	65.07
k127_4358529 flag=0 multi=86.0014 len=4501	25.6405	4501	0.6472	100.0000	4501	450	446	0.6300	23	16.05
k127_4359286 flag=0 multi=192.4989 len=1512	23.0509	1512	0.6270	100.0000	1512	133	141	0.6166	22	9.49
