#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k127_5257628 flag=1 multi=101.0000 len=1064	9.7387	1064	0.5470	95.4887	1016	40	41	0.5277	11	5.76
k127_5267287 flag=1 multi=15.0000 len=1927	3.6741	1927	0.5880	84.6912	1632	25	28	0.5763	2	3.99
k127_5269301 flag=1 multi=70.0000 len=5408	11.4761	5408	0.5699	100.0000	5408	136	131	0.5554	12	5.40
k127_5278759 flag=1 multi=36.0000 len=4756	5.9989	4756	0.5381	92.4516	4397	107	113	0.5269	5	4.93
k127_5282484 flag=1 multi=113.2161 len=6070	7.5354	6070	0.5661	97.6606	5928	176	169	0.5514	8	3.60
k127_5283472 flag=1 multi=106.0000 len=2178	9.0257	2178	0.5836	100.0000	2178	73	77	0.5732	9	3.80
k127_5293405 flag=0 multi=91.0000 len=1731	10.7337	1731	0.5898	100.0000	1731	76	74	0.5784	11	3.50
k127_5294501 flag=1 multi=135.0000 len=2474	8.4515	2474	0.5724	100.0000	2474	79	78	0.5643	8	3.55
k127_5295656 flag=1 multi=32.0000 len=2455	2.9051	2455	0.5719	90.5906	2224	26	27	0.5530	3	1.92
k127_5297289 flag=1 multi=61.0000 len=1812	4.6319	1812	0.5717	89.5695	1623	34	28	0.5552	4	3.43
k127_5299028 flag=1 multi=56.0000 len=3163	3.4973	3163	0.5716	90.8315	2873	46	41	0.5619	3	2.62
k127_5308948 flag=1 multi=27.0000 len=3933	7.2827	3933	0.5866	99.0084	3894	111	108	0.5784	7	3.17
k127_5309066 flag=1 multi=45.0000 len=6127	8.0831	6127	0.5840	98.0904	6010	194	183	0.5676	8	3.87
k127_5309810 flag=1 multi=97.0000 len=1588	9.4597	1588	0.5844	100.0000	1588	58	60	0.5640	9	5.00
k127_5312304 flag=1 multi=124.0000 len=1060	8.2896	1060	0.5887	100.0000	1060	34	34	0.5655	8	4.39
k127_5320342 flag=1 multi=38.6492 len=1886	7.0551	1886	0.5668	84.6766	1597	53	51	0.5761	7	5.36
k127_5321217 flag=1 multi=14.0000 len=2976	2.7554	2976	0.5575	86.2231	2566	31	31	0.5575	3	1.81
k127_5336077 flag=1 multi=25.0000 len=2346	5.9045	2346	0.5584	100.0000	2346	52	54	0.5452	5	3.99
k127_5339722 flag=1 multi=55.0000 len=2535	9.9128	2535	0.5787	100.0000	2535	94	98	0.5694	10	3.76
k127_5341092 flag=1 multi=34.0000 len=8051	4.2145	8051	0.5531	93.3300	7514	129	128	0.5503	3	3.34
k127_5343464 flag=1 multi=132.0000 len=3686	8.3616	3686	0.5724	99.7830	3678	115	115	0.5651	8	4.92
k127_5345270 flag=1 multi=92.5375 len=3323	8.5065	3323	0.5664	99.5185	3307	104	98	0.5554	7	5.34
k127_5353302 flag=0 multi=35.2557 len=4479	7.5990	4479	0.5780	99.4642	4455	132	135	0.5728	7	3.60
k127_5356292 flag=0 multi=67.3911 len=1211	7.8258	1211	0.5888	97.6053	1182	36	39	0.5686	8	3.06
k127_5377173 flag=1 multi=23.0000 len=1370	7.6102	1370	0.5533	93.7956	1285	40	39	0.5428	7	4.89
k127_5377917 flag=1 multi=44.0000 len=3521	5.5030	3521	0.5734	97.6711	3439	56	59	0.5659	5	3.43
k127_5378649 flag=1 multi=19.5152 len=5243	5.8507	5243	0.5562	97.9210	5134	110	115	0.5451	5	4.55
k127_5397927 flag=1 multi=46.0000 len=2591	3.8765	2591	0.5399	98.7650	2559	39	37	0.5426	3	2.10
k127_5400607 flag=1 multi=79.0000 len=4753	9.0576	4753	0.5514	98.3169	4673	157	162	0.5426	8	5.93
k127_5425587 flag=1 multi=14.0000 len=2878	7.0330	2878	0.5799	99.3746	2860	75	79	0.5724	7	4.44
k127_5439147 flag=1 multi=81.0000 len=1762	6.7452	1762	0.5846	99.3190	1750	46	47	0.5708	6	4.55
k127_5441402 flag=1 multi=24.0000 len=1708	8.5486	1708	0.5351	100.0000	1708	52	55	0.5354	8	4.20
k127_5457679 flag=1 multi=27.0000 len=1220	6.9377	1220	0.5426	99.0164	1208	27	31	0.5278	7	3.73
k127_5458878 flag=1 multi=76.0000 len=7194	4.5770	7194	0.5585	86.7668	6242	125	136	0.5719	3	6.19
k127_5461271 flag=1 multi=32.0030 len=2107	6.0019	2107	0.5752	91.1248	1920	52	52	0.5693	4	4.54
k127_5466643 flag=1 multi=25.0000 len=7121	7.4356	7121	0.5774	98.3008	7000	202	205	0.5671	7	4.05
k127_5477438 flag=1 multi=47.0000 len=1370	10.1321	1370	0.5715	95.3285	1306	58	52	0.5475	10	5.20
k127_5497894 flag=1 multi=32.0000 len=1477	8.4320	1477	0.5721	87.6100	1294	51	46	0.5878	8	5.75
k127_5498374 flag=1 multi=29.5525 len=2849	8.7417	2849	0.5777	97.8238	2787	95	99	0.5671	8	5.17
k127_5498396 flag=0 multi=29.0000 len=13889	6.3770	13889	0.5741	92.9801	12914	333	347	0.5641	5	5.80
k127_5499063 flag=1 multi=20.7836 len=5394	8.5990	5394	0.5834	100.0000	5394	175	168	0.5652	8	4.44
k127_5501556 flag=1 multi=44.0000 len=4278	6.7031	4278	0.5802	98.5273	4215	106	112	0.5699	6	3.00
k127_5504341 flag=1 multi=69.0000 len=2536	9.4574	2536	0.5777	100.0000	2536	90	85	0.5586	8	6.14
k127_5511345 flag=1 multi=87.0426 len=1793	9.2220	1793	0.5728	100.0000	1793	64	68	0.5609	9	3.18
k127_5517632 flag=1 multi=26.0000 len=4990	7.7052	4990	0.5503	96.3727	4809	149	147	0.5460	6	6.23
k127_5523074 flag=1 multi=29.0000 len=5141	3.7839	5141	0.5505	85.0029	4370	85	72	0.5285	3	3.44
k127_5545643 flag=1 multi=27.0000 len=2959	6.2795	2959	0.5870	94.7955	2805	67	77	0.5756	6	3.78
k127_5547330 flag=1 multi=50.6431 len=1528	4.8999	1528	0.5694	92.4084	1412	28	30	0.5558	4	3.47
k127_5553775 flag=0 multi=23.9956 len=4655	6.9948	4655	0.5631	99.3126	4623	127	122	0.5558	7	3.68
k127_5562458 flag=0 multi=103.0000 len=9029	9.7468	9029	0.5712	100.0000	9029	346	338	0.5581	9	3.76
k127_5563621 flag=0 multi=58.0000 len=1411	8.5415	1411	0.5493	100.0000	1411	47	45	0.5394	8	5.00
k127_5565273 flag=1 multi=12.0000 len=1176	7.6633	1176	0.5697	95.4082	1122	34	36	0.5607	8	4.25
k127_5582543 flag=1 multi=56.0000 len=2814	9.9293	2814	0.5814	98.7562	2779	100	108	0.5703	10	4.24
k127_5586246 flag=0 multi=37.8237 len=1630	13.9294	1630	0.5706	98.5890	1607	87	87	0.5636	14	6.88
k127_5596599 flag=1 multi=19.0000 len=1020	5.8637	1020	0.5775	100.0000	1020	24	25	0.5570	6	2.36
k127_5604089 flag=1 multi=73.0000 len=3114	3.2296	3114	0.5594	90.3661	2814	36	40	0.5455	3	2.34
k127_5605119 flag=1 multi=110.0000 len=1237	5.5238	1237	0.5845	89.1673	1103	28	27	0.5709	4	4.51
k127_5609255 flag=1 multi=85.0000 len=1617	6.2449	1617	0.5609	99.6289	1611	37	39	0.5529	7	3.39
k127_5610364 flag=1 multi=31.2650 len=4161	8.7380	4161	0.5847	98.5580	4101	144	134	0.5684	9	4.18
k127_5624733 flag=1 multi=84.0000 len=1019	5.1766	1019	0.5790	96.2709	981	19	20	0.5785	5	2.30
k127_5629986 flag=1 multi=81.0000 len=1124	2.0819	1124	0.5560	81.7616	919	10	8	0.5459	2	1.30
k127_5636750 flag=1 multi=50.0000 len=1297	10.8990	1297	0.5891	100.0000	1297	51	55	0.5685	11	6.01
k127_5637716 flag=1 multi=46.0000 len=1159	8.7351	1159	0.5557	100.0000	1159	39	41	0.5562	8	3.60
k127_5644845 flag=1 multi=14.0000 len=1523	10.2436	1523	0.5489	100.0000	1523	63	62	0.5441	9	5.40
k127_5659425 flag=1 multi=50.0000 len=3057	11.2594	3057	0.5692	95.8129	2929	123	128	0.5636	11	4.77
k127_5665843 flag=0 multi=53.9175 len=1666	6.2533	1666	0.5792	98.3794	1639	38	40	0.5623	6	3.34
k127_5666018 flag=1 multi=41.0000 len=1628	3.2236	1628	0.5614	64.2506	1046	21	21	0.5667	2	3.83
k127_5691085 flag=1 multi=67.0000 len=1041	2.9049	1041	0.5476	87.4159	910	12	10	0.5343	3	1.88
k127_5692486 flag=1 multi=41.0000 len=3897	6.5181	3897	0.5822	95.0475	3704	98	94	0.5749	6	4.46
k127_5697007 flag=1 multi=63.4585 len=4256	10.5103	4256	0.5592	100.0000	4256	169	171	0.5451	11	4.26
k127_5702123 flag=1 multi=22.0000 len=1617	5.0860	1617	0.5863	97.5263	1577	34	30	0.5721	4	2.86
k127_5704033 flag=1 multi=79.0000 len=2123	8.7179	2123	0.5379	99.5761	2114	73	66	0.5366	9	4.52
k127_5708162 flag=1 multi=32.0000 len=2873	8.1793	2873	0.5611	99.6867	2864	92	87	0.5538	8	4.86
k127_5711204 flag=1 multi=104.9202 len=4360	9.8906	4360	0.5610	98.8303	4309	166	165	0.5427	10	5.54
k127_5713253 flag=1 multi=56.0000 len=2115	10.1485	2115	0.5712	100.0000	2115	79	79	0.5612	9	6.32
k127_5715085 flag=1 multi=20.0000 len=1689	6.6619	1689	0.5607	94.0201	1588	44	44	0.5471	6	4.40
k127_5718496 flag=1 multi=45.0000 len=2535	8.3479	2535	0.5728	95.7396	2427	81	81	0.5683	8	3.87
k127_5720492 flag=1 multi=72.7625 len=3462	10.8975	3462	0.5546	100.0000	3462	147	145	0.5481	9	10.40
k127_5726204 flag=1 multi=34.0000 len=1816	7.5050	1816	0.5622	100.0000	1816	54	51	0.5546	7	3.97
k127_5733157 flag=1 multi=19.0000 len=3125	7.3626	3125	0.5862	95.9040	2997	93	89	0.5824	6	4.52
k127_5747472 flag=0 multi=43.0000 len=3631	7.0303	3631	0.5505	99.2013	3602	102	96	0.5497	7	3.78
k127_5753458 flag=1 multi=26.0000 len=1076	6.2165	1076	0.5883	97.1190	1045	25	25	0.5800	5	3.89
k127_5756851 flag=1 multi=27.0000 len=1690	10.4284	1690	0.5657	98.7574	1669	67	71	0.5583	11	5.95
k127_5760592 flag=1 multi=31.0000 len=2068	9.7718	2068	0.5629	99.1779	2051	74	76	0.5559	10	4.30
k127_5761853 flag=1 multi=53.0000 len=2267	7.1747	2267	0.5748	96.5593	2189	58	63	0.5664	7	3.70
k127_5770114 flag=1 multi=45.0000 len=3707	8.0726	3707	0.5692	99.0289	3671	118	107	0.5587	8	3.96
k127_5781005 flag=1 multi=34.0000 len=2890	7.9561	2890	0.5550	100.0000	2890	89	86	0.5489	7	3.30
k127_5791371 flag=1 multi=21.0000 len=3163	6.3067	3163	0.5602	97.6604	3089	77	80	0.5480	6	3.61
k127_5798517 flag=1 multi=85.0000 len=2277	7.9526	2277	0.5876	100.0000	2277	68	69	0.5801	8	3.35
k127_5800904 flag=1 multi=39.7312 len=1295	7.7174	1295	0.5699	90.5792	1173	39	39	0.5797	8	5.35
k127_5806184 flag=0 multi=27.0000 len=1625	12.3323	1625	0.5668	100.0000	1625	74	76	0.5551	11	6.59
k127_5833076 flag=1 multi=30.0000 len=1444	6.8033	1444	0.5776	100.0000	1444	39	39	0.5626	8	2.54
k127_5838811 flag=1 multi=44.3912 len=2512	8.5135	2512	0.5601	98.2086	2467	79	82	0.5400	8	4.76
k127_5844287 flag=1 multi=23.0000 len=2953	7.5350	2953	0.5503	100.0000	2953	82	83	0.5402	7	3.08
k127_5845064 flag=1 multi=25.0000 len=7553	3.4411	7553	0.5575	89.6333	6770	97	102	0.5414	3	2.60
k127_5847331 flag=0 multi=60.9623 len=3439	8.5208	3439	0.5560	100.0000	3439	117	110	0.5433	8	3.89
k127_5859878 flag=1 multi=29.0000 len=1910	12.4026	1910	0.5565	98.8482	1888	89	92	0.5499	13	5.43
k127_5862834 flag=1 multi=21.0000 len=1261	9.1356	1261	0.5440	91.8319	1158	41	46	0.5245	8	6.89
k127_5865836 flag=1 multi=29.0000 len=1953	8.0077	1953	0.5684	100.0000	1953	59	62	0.5637	7	5.10
k127_5870075 flag=1 multi=57.0000 len=3560	6.5053	3560	0.5551	99.6910	3549	92	90	0.5624	6	4.36
k127_5872199 flag=1 multi=39.0000 len=4445	6.3881	4445	0.5775	97.0979	4316	111	109	0.5645	7	2.98
k127_5872395 flag=1 multi=24.0000 len=1258	7.7719	1258	0.5501	99.1256	1247	38	38	0.5601	8	3.88
k127_5874255 flag=1 multi=40.0000 len=1288	5.9511	1288	0.5691	81.5217	1050	28	31	0.5498	6	4.96
k127_5878892 flag=1 multi=50.5014 len=5871	8.2202	5871	0.5485	91.8924	5395	181	179	0.5371	7	5.93
k127_5884673 flag=1 multi=19.0000 len=1052	7.2490	1052	0.5865	100.0000	1052	27	32	0.5886	7	3.25
k127_5891793 flag=1 multi=75.0000 len=1972	8.1841	1972	0.5401	93.5091	1844	65	59	0.5256	8	5.41
k127_5892731 flag=1 multi=16.3262 len=1344	9.6161	1344	0.5729	98.1399	1319	51	43	0.5601	10	3.69
k127_5893899 flag=1 multi=22.0000 len=1034	9.4961	1034	0.5590	100.0000	1034	39	35	0.5552	9	4.10
k127_5903585 flag=1 multi=23.0000 len=1341	5.8598	1341	0.5660	100.0000	1341	33	29	0.5485	4	4.59
k127_5922108 flag=1 multi=20.0000 len=1883	4.4312	1883	0.5560	99.7345	1878	30	29	0.5482	5	2.29
k127_5929357 flag=0 multi=83.0000 len=1127	10.2547	1127	0.5572	100.0000	1127	43	46	0.5592	10	3.60
k127_5931723 flag=1 multi=20.0000 len=3619	5.9561	3619	0.5745	94.7499	3429	81	81	0.5652	6	3.77
k127_5938049 flag=1 multi=15.0000 len=1305	8.7218	1305	0.5709	100.0000	1305	58	34	0.5692	7	7.44
k127_5939737 flag=1 multi=23.0000 len=1338	3.9813	1338	0.5658	74.5889	998	20	20	0.5616	4	3.33
k127_5943386 flag=1 multi=28.0000 len=6415	4.0253	6415	0.5557	92.8137	5954	99	91	0.5539	3	3.35
k127_1221 flag=0 multi=80.0000 len=6324	7.4823	6324	0.5500	99.0829	6266	180	174	0.5310	6	4.76
k127_8422 flag=0 multi=37.0852 len=4331	7.1194	4331	0.5387	99.1226	4293	119	118	0.5246	7	3.37
k127_19862 flag=0 multi=87.9424 len=1239	0.7014	1239	0.5416	32.2841	400	3	4	0.5220	0	1.18
k127_67361 flag=1 multi=16.0000 len=1644	4.6758	1644	0.5462	80.2311	1319	29	34	0.5093	3	6.73
k127_90852 flag=1 multi=66.0000 len=2564	6.2324	2564	0.5468	94.6958	2428	61	63	0.5376	6	3.46
k127_100024 flag=0 multi=26.0000 len=2769	0.0943	2769	0.5486	8.3062	230	1	1	0.5939	0	0.33
k127_110459 flag=1 multi=13.0000 len=2759	0.8800	2759	0.5585	21.9282	605	10	11	0.5534	0	2.55
k127_125113 flag=1 multi=25.0000 len=3062	3.8769	3062	0.5568	77.6943	2379	42	48	0.5427	3	3.53
k127_196566 flag=1 multi=15.0000 len=1264	6.7017	1264	0.5570	97.4684	1232	33	32	0.5406	6	3.58
k127_197032 flag=1 multi=47.3899 len=4933	1.1492	4933	0.5581	46.2802	2283	22	22	0.5476	0	1.83
k127_202275 flag=1 multi=24.8605 len=32582	0.5567	32582	0.5544	25.0138	8150	65	74	0.5519	0	1.19
k127_205565 flag=1 multi=25.7752 len=2360	0.4208	2360	0.5534	21.7797	514	5	3	0.5413	0	0.86
k127_212799 flag=0 multi=30.0000 len=2778	0.4179	2778	0.5490	22.8222	634	6	4	0.5941	0	0.83
k127_218798 flag=0 multi=34.8738 len=7939	0.6348	7939	0.5545	36.8308	2924	17	20	0.5529	0	1.05
k127_236042 flag=1 multi=17.0000 len=1526	1.4915	1526	0.5505	39.8427	608	8	9	0.5328	0	2.25
k127_243708 flag=1 multi=36.0257 len=1529	1.7855	1529	0.5533	57.2923	876	8	11	0.5857	1	2.06
k127_266595 flag=0 multi=110.7907 len=1871	0.8466	1871	0.5345	38.1080	713	7	7	0.5172	0	1.36
k127_385046 flag=1 multi=30.9979 len=9624	0.6199	9624	0.5609	29.5823	2847	26	18	0.5712	0	1.15
k127_385148 flag=1 multi=21.0000 len=8040	2.9985	8040	0.5555	87.5995	7043	89	95	0.5445	3	2.06
k127_388131 flag=1 multi=41.0000 len=7056	0.9359	7056	0.5503	37.5283	2648	25	26	0.5406	0	1.59
k127_391590 flag=1 multi=43.0000 len=1924	3.5899	1924	0.5608	64.3971	1239	27	34	0.5819	3	3.71
k127_405359 flag=1 multi=62.0000 len=2922	9.4144	2922	0.5431	97.1937	2840	101	103	0.5400	9	4.63
k127_447272 flag=0 multi=21.0000 len=5946	0.0000	5946	0.5351	0.0000	0	0	0	0.0000	-1	0.00
k127_500928 flag=1 multi=27.0000 len=3126	0.1939	3126	0.5333	15.8669	496	2	3	0.5395	0	0.48
k127_505279 flag=1 multi=29.0000 len=1040	0.3769	1040	0.5346	20.7692	216	1	3	0.5207	0	0.76
k127_543802 flag=1 multi=41.0000 len=1580	4.8854	1580	0.5253	89.2405	1410	30	30	0.4916	3	5.35
k127_606018 flag=0 multi=29.0054 len=11047	0.6244	11047	0.5339	37.4219	4134	24	29	0.5464	0	0.96
k127_624244 flag=1 multi=16.0000 len=3838	0.2673	3838	0.5451	20.1668	774	4	5	0.5373	0	0.57
k127_657336 flag=1 multi=72.0000 len=1821	9.9616	1821	0.5442	99.5058	1812	72	48	0.5431	7	6.39
k127_658305 flag=1 multi=14.0000 len=2700	0.4678	2700	0.5448	28.5556	771	6	6	0.5875	0	0.82
k127_677491 flag=1 multi=74.0116 len=8034	6.9090	8034	0.5403	95.9049	7705	211	206	0.5334	6	4.54
k127_706536 flag=1 multi=17.0000 len=3712	0.2190	3712	0.5442	13.1196	487	3	3	0.5706	0	0.59
k127_707804 flag=1 multi=168.0000 len=1031	5.0873	1031	0.5480	78.2735	807	27	14	0.5335	5	4.40
k127_707945 flag=1 multi=43.0000 len=1966	5.8723	1966	0.5504	91.2004	1793	42	46	0.5543	6	3.70
k127_744715 flag=1 multi=35.0000 len=1433	12.1612	1433	0.5471	94.5569	1355	65	71	0.5496	13	6.68
k127_759392 flag=0 multi=35.9646 len=4738	1.5108	4738	0.5534	37.1043	1758	23	33	0.5789	0	3.00
k127_811442 flag=1 multi=49.0000 len=1026	4.9571	1026	0.5507	94.5419	970	20	20	0.5080	5	3.41
k127_854623 flag=0 multi=40.9324 len=5529	0.5005	5529	0.5563	26.8403	1484	10	12	0.5450	0	0.96
k127_868257 flag=0 multi=113.9812 len=1829	0.1148	1829	0.5429	11.4817	210	1	1	0.5571	0	0.32
k127_898090 flag=1 multi=73.1689 len=2329	0.2709	2329	0.5427	17.7329	413	2	3	0.5624	0	0.62
k127_898478 flag=1 multi=24.0000 len=1914	7.1573	1914	0.5444	98.3281	1882	62	61	0.5480	5	7.23
k127_901426 flag=1 multi=20.0000 len=2459	1.4652	2459	0.5571	30.7442	756	26	5	0.5400	0	4.48
k127_908160 flag=1 multi=48.0000 len=1933	0.6218	1933	0.5504	32.0745	620	4	5	0.5426	0	1.07
k127_938008 flag=0 multi=58.0518 len=5530	0.7890	5530	0.5436	30.9403	1711	17	15	0.5554	0	1.54
k127_965767 flag=1 multi=33.0000 len=4148	5.6849	4148	0.5509	92.8399	3851	88	85	0.5446	5	3.69
k127_976571 flag=0 multi=38.0172 len=10023	0.6758	10023	0.5502	37.7232	3781	24	30	0.5445	0	1.04
k127_994819 flag=1 multi=126.0000 len=5337	0.4568	5337	0.5546	29.0987	1553	9	10	0.5432	0	0.82
k127_1006606 flag=0 multi=46.0085 len=9794	0.3289	9794	0.5374	20.4207	2000	14	13	0.5660	0	0.78
k127_1033671 flag=1 multi=57.0000 len=3327	14.8671	3327	0.5281	99.6093	3314	190	194	0.5217	15	4.24
k127_1061391 flag=0 multi=28.0222 len=7770	0.3241	7770	0.5421	20.4247	1587	9	10	0.5684	0	0.75
k127_1076262 flag=1 multi=22.0000 len=1492	0.8117	1492	0.5429	46.2466	690	4	4	0.5301	0	0.99
k127_1079119 flag=0 multi=21.1518 len=1155	0.8208	1155	0.5593	41.6450	481	4	3	0.5200	0	1.27
k127_1089035 flag=1 multi=50.0000 len=2717	10.8458	2717	0.5473	98.4174	2674	115	117	0.5301	6	14.33
k127_1093370 flag=1 multi=31.0000 len=2515	0.1304	2515	0.5423	10.4175	262	2	1	0.5468	0	0.41
k127_1099999 flag=1 multi=69.4935 len=5189	0.2077	5189	0.5454	12.6807	658	6	3	0.5540	0	0.57
k127_1109321 flag=0 multi=55.0359 len=5594	7.9001	5594	0.5436	98.8380	5529	169	167	0.5339	7	4.67
k127_1131269 flag=1 multi=43.0000 len=3920	0.7347	3920	0.5566	42.3214	1659	11	11	0.5546	0	0.95
k127_1135236 flag=1 multi=21.0000 len=1971	0.7067	1971	0.5403	19.4825	384	8	7	0.5339	0	2.20
k127_1192596 flag=1 multi=25.7364 len=2191	0.1415	2191	0.5482	14.1488	310	2	1	0.6159	0	0.35
k127_1230618 flag=1 multi=46.2823 len=2543	4.6756	2543	0.5486	97.2867	2474	47	43	0.5410	4	2.45
k127_1261808 flag=0 multi=24.0062 len=10610	0.6865	10610	0.5502	37.1631	3943	27	31	0.5660	0	1.10
k127_1276279 flag=0 multi=52.6560 len=1662	1.2106	1662	0.5535	45.3069	753	7	7	0.5355	0	1.76
k127_1351299 flag=1 multi=83.6589 len=4864	1.0380	4864	0.5364	47.1217	2292	15	23	0.5299	0	1.42
k127_1405699 flag=1 multi=17.3648 len=5801	0.3165	5801	0.5485	17.4280	1011	9	6	0.5845	0	0.85
k127_1417465 flag=0 multi=16.1058 len=1686	0.3701	1686	0.5522	24.1400	407	2	4	0.6170	0	0.75
k127_1418280 flag=0 multi=32.0029 len=8726	0.2802	8726	0.5427	15.0928	1317	8	10	0.5477	0	0.82
k127_1466674 flag=0 multi=82.2500 len=1427	0.9054	1427	0.5480	34.4078	491	6	4	0.5352	0	1.71
k127_1487113 flag=0 multi=29.0000 len=1183	0.9848	1183	0.5528	43.7025	517	4	5	0.5640	0	1.38
k127_1504960 flag=1 multi=68.9134 len=1397	0.7724	1397	0.5311	37.4374	523	5	3	0.5870	0	1.23
k127_1513224 flag=1 multi=31.4478 len=3731	1.3114	3731	0.5586	46.6899	1742	16	20	0.5491	0	1.72
k127_1535961 flag=1 multi=37.0000 len=1621	0.5392	1621	0.5231	24.1826	392	3	3	0.5127	0	1.03
k127_1558796 flag=0 multi=36.9555 len=4913	0.4651	4913	0.5549	21.6772	1065	10	8	0.5553	0	1.00
k127_1569730 flag=0 multi=25.0000 len=1415	7.3131	1415	0.5484	88.1272	1247	40	40	0.5447	8	4.26
k127_1573368 flag=1 multi=49.0000 len=3895	0.6783	3895	0.5404	32.9140	1282	9	11	0.5357	0	1.15
k127_1621768 flag=1 multi=27.1313 len=9862	0.4863	9862	0.5428	29.3855	2898	18	19	0.5640	0	0.86
k127_1635981 flag=1 multi=10.0000 len=1014	0.0000	1014	0.5424	0.0000	0	0	0	0.0000	-1	0.00
k127_1646446 flag=0 multi=24.0008 len=6371	0.4927	6371	0.5500	21.9118	1396	11	12	0.5359	0	1.09
k127_1721722 flag=1 multi=25.0000 len=1259	1.7220	1259	0.5417	56.6322	713	8	9	0.5382	1	1.77
k127_1755881 flag=1 multi=30.0000 len=5128	0.3175	5128	0.5527	15.6006	800	4	9	0.5825	0	0.98
k127_1772383 flag=1 multi=29.9980 len=2584	1.3394	2584	0.5534	59.8297	1546	13	14	0.5534	1	1.63
k127_1787959 flag=0 multi=16.8819 len=1016	6.2362	1016	0.5522	98.5236	1001	23	24	0.5304	5	2.99
k127_1814596 flag=0 multi=28.3934 len=7081	1.3628	7081	0.5382	85.9342	6085	18	14	0.5499	1	1.22
k127_1884757 flag=1 multi=37.0000 len=5196	0.4642	5196	0.5502	30.7737	1599	7	12	0.5503	0	0.85
k127_1907708 flag=1 multi=13.0000 len=1372	5.2413	1372	0.5554	95.5539	1311	27	28	0.5406	5	3.09
k127_1917849 flag=1 multi=50.0485 len=8763	0.7182	8763	0.5427	32.8084	2875	22	27	0.5735	0	1.27
k127_1937299 flag=1 multi=29.0000 len=1130	4.4779	1130	0.5372	87.0796	984	18	20	0.5354	4	3.05
k127_1948345 flag=1 multi=25.0000 len=2627	6.4199	2627	0.5371	91.2448	2397	64	61	0.5326	7	3.85
k127_1966506 flag=0 multi=25.7222 len=2287	0.3516	2287	0.5326	20.5509	470	4	3	0.5674	0	0.75
k127_1973830 flag=0 multi=35.4444 len=2224	0.4020	2224	0.5405	16.4119	365	4	4	0.5905	0	1.16
k127_1999762 flag=1 multi=33.9914 len=2682	1.0104	2682	0.5328	39.4855	1059	9	13	0.5563	0	1.68
k127_2010082 flag=1 multi=30.7658 len=3380	0.2074	3380	0.5541	12.1006	409	3	3	0.5121	0	0.65
k127_2032765 flag=1 multi=18.0000 len=2405	7.8096	2405	0.5285	86.0707	2070	67	79	0.5517	2	18.76
k127_2053440 flag=1 multi=39.0000 len=1287	9.5859	1287	0.5447	100.0000	1287	52	51	0.5294	8	6.35
k127_2058914 flag=1 multi=19.1522 len=5654	0.0815	5654	0.5501	4.9522	280	2	2	0.5407	0	0.37
k127_2064206 flag=1 multi=17.0000 len=4970	0.1837	4970	0.5531	12.5151	622	4	5	0.5567	0	0.57
k127_2067660 flag=1 multi=32.0000 len=5176	10.0827	5176	0.5452	98.6862	5108	195	197	0.5431	9	5.93
k127_2073004 flag=1 multi=55.0000 len=5699	0.1860	5699	0.5550	11.0019	627	4	4	0.5061	0	0.59
k127_2081468 flag=1 multi=41.0000 len=1117	2.4548	1117	0.5479	73.7690	824	11	11	0.5306	2	2.31
k127_2097393 flag=1 multi=26.0000 len=2070	3.1850	2070	0.5382	89.2754	1848	23	25	0.5424	3	2.51
k127_2102380 flag=0 multi=32.2732 len=10848	0.5282	10848	0.5546	27.9314	3030	20	24	0.5514	0	1.15
k127_2105477 flag=1 multi=183.0000 len=1104	0.8197	1104	0.5344	28.1703	311	5	5	0.6355	0	1.73
k127_2139481 flag=1 multi=34.0000 len=2476	1.5424	2476	0.5291	69.5073	1721	14	14	0.5314	1	1.46
k127_2155232 flag=1 multi=41.9535 len=4582	0.8226	4582	0.5386	43.4090	1989	16	13	0.5344	0	1.18
k127_2165922 flag=0 multi=69.9596 len=5344	0.2412	5344	0.5494	17.4963	935	4	7	0.5435	0	0.58
k127_2216882 flag=1 multi=21.0000 len=3920	4.6495	3920	0.5352	96.7092	3791	67	67	0.5261	4	2.65
k127_2218496 flag=0 multi=32.0216 len=4570	1.6554	4570	0.5435	39.1685	1790	25	35	0.5628	0	3.25
k127_2227089 flag=0 multi=23.0000 len=2044	3.8929	2044	0.5475	90.8513	1857	30	33	0.5414	4	2.13
k127_2228376 flag=0 multi=17.0423 len=2253	0.6147	2253	0.5628	39.2810	885	4	6	0.5716	0	0.89
k127_2229447 flag=1 multi=19.0000 len=1031	6.1697	1031	0.5461	95.4413	984	25	23	0.5387	6	2.89
k127_2246560 flag=1 multi=38.0000 len=2335	10.0206	2335	0.5366	99.9143	2333	92	89	0.5276	9	5.97
k127_2250876 flag=1 multi=32.0000 len=9731	0.5451	9731	0.5467	31.8981	3104	19	21	0.5454	0	0.94
k127_2273686 flag=1 multi=36.0000 len=1906	16.6018	1906	0.5540	89.9265	1714	117	115	0.5318	18	11.72
k127_2283030 flag=0 multi=70.0448 len=2585	10.9180	2585	0.5354	100.0000	2585	109	112	0.5299	9	6.00
k127_2297291 flag=0 multi=24.0000 len=1995	1.1449	1995	0.5494	48.0702	959	8	10	0.5764	0	1.67
k127_2306911 flag=1 multi=20.0000 len=12315	0.0858	12315	0.5529	6.2282	767	4	5	0.5806	0	0.35
