#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k127_1667363 flag=0 multi=103.6364 len=4472	46.5092	4472	0.5356	100.0000	4472	752	769	0.5170	31	32.99
k127_1672690 flag=0 multi=84.7523 len=2610	31.2690	2610	0.5441	100.0000	2610	324	317	0.5372	24	21.29
k127_1677126 flag=0 multi=80.1084 len=2083	18.9040	2083	0.5338	100.0000	2083	150	163	0.5007	9	24.96
k127_1683833 flag=0 multi=159.5830 len=6230	70.9957	6230	0.5334	100.0000	6230	1676	1684	0.5221	72	21.32
k127_1692264 flag=0 multi=114.5554 len=3215	62.0566	3215	0.5166	100.0000	3215	766	774	0.4955	63	26.44
k127_1698658 flag=0 multi=173.5337 len=4337	56.5119	4337	0.5840	100.0000	4337	946	924	0.5661	58	17.11
k127_1706377 flag=0 multi=133.2399 len=2299	47.6446	2299	0.5546	100.0000	2299	433	440	0.5472	44	20.12
k127_1710101 flag=0 multi=101.4253 len=1801	61.3592	1801	0.5797	100.0000	1801	469	442	0.5791	52	35.63
k127_1711064 flag=0 multi=72.1154 len=1947	73.4571	1947	0.5650	100.0000	1947	572	553	0.5508	27	94.67
k127_1731291 flag=0 multi=113.8151 len=1950	48.1723	1950	0.5364	100.0000	1950	372	353	0.5313	45	17.41
k127_1735752 flag=0 multi=95.7336 len=3363	21.8189	3363	0.5575	93.6366	3149	292	289	0.5708	18	20.03
k127_1762747 flag=0 multi=125.7246 len=1681	51.1338	1681	0.5485	100.0000	1681	341	337	0.5211	47	17.19
k127_1779291 flag=1 multi=118.3873 len=2688	54.1150	2688	0.5725	100.0000	2688	558	571	0.5582	57	20.31
k127_1780867 flag=0 multi=69.3666 len=1930	3.6876	1930	0.5492	71.2435	1375	27	33	0.5572	3	3.69
k127_1786637 flag=0 multi=228.4798 len=10101	62.4578	10101	0.5746	100.0000	10101	2447	2457	0.5622	63	16.60
k127_1788169 flag=0 multi=69.5596 len=1126	3.1359	1126	0.5506	45.4707	512	18	10	0.6072	0	4.47
k127_1790706 flag=0 multi=129.7711 len=7882	67.6947	7882	0.5348	100.0000	7882	2036	2053	0.5236	67	21.32
k127_1795498 flag=0 multi=43.0416 len=2289	95.7532	2289	0.5762	100.0000	2289	878	806	0.5796	26	157.01
k127_1809524 flag=1 multi=108.9103 len=2925	29.5467	2925	0.5726	100.0000	2925	335	341	0.5664	27	12.71
k127_1827770 flag=1 multi=69.0000 len=1705	59.2510	1705	0.5824	100.0000	1705	392	377	0.5680	56	18.84
k127_1828262 flag=0 multi=101.3466 len=5476	54.4920	5476	0.5592	100.0000	5476	1210	1127	0.5453	55	16.56
k127_1840879 flag=0 multi=80.0000 len=1165	0.0678	1165	0.5519	6.7811	79	0	1	0.4177	0	0.25
k127_1843750 flag=0 multi=115.3765 len=3452	31.1089	3452	0.5771	100.0000	3452	415	418	0.5624	33	12.39
k127_1845505 flag=0 multi=90.9112 len=1163	79.9226	1163	0.5331	100.0000	1163	383	383	0.5201	78	22.21
k127_1848172 flag=0 multi=96.0000 len=3170	37.6789	3170	0.5445	100.0000	3170	459	484	0.5550	24	30.00
k127_1854931 flag=0 multi=115.9134 len=4769	57.4707	4769	0.5441	99.4338	4742	1061	1045	0.5233	54	22.70
k127_1855825 flag=0 multi=66.5792 len=1125	44.2489	1125	0.5529	100.0000	1125	200	216	0.5390	33	37.57
k127_1857395 flag=0 multi=86.0128 len=2151	57.8108	2151	0.5486	100.0000	2151	482	480	0.5328	56	14.97
k127_1864416 flag=0 multi=161.0755 len=3929	61.2110	3929	0.5233	100.0000	3929	928	930	0.5098	61	19.31
k127_1883507 flag=0 multi=107.5142 len=10004	56.0233	10004	0.5591	100.0000	10004	2184	2147	0.5468	56	16.18
k127_1884313 flag=0 multi=105.1821 len=2307	60.7568	2307	0.5457	100.0000	2307	544	536	0.5352	60	14.98
k127_1884691 flag=0 multi=172.6606 len=2711	62.3962	2711	0.5551	100.0000	2711	658	658	0.5399	59	20.20
k127_1895011 flag=0 multi=109.7281 len=1131	75.6021	1131	0.5561	100.0000	1131	333	324	0.5445	76	20.90
k127_1900592 flag=0 multi=85.9695 len=1933	74.3420	1933	0.5825	100.0000	1933	558	545	0.5703	77	17.52
k127_1910869 flag=1 multi=134.1827 len=2781	53.1485	2781	0.5753	100.0000	2781	566	571	0.5656	53	14.00
k127_1920033 flag=0 multi=87.4116 len=1235	53.3798	1235	0.5830	100.0000	1235	259	263	0.5622	54	15.03
k127_1922316 flag=0 multi=107.2655 len=3441	55.3999	3441	0.5798	100.0000	3441	736	730	0.5715	55	10.27
k127_1924889 flag=0 multi=190.3542 len=3173	53.0971	3173	0.5629	100.0000	3173	655	650	0.5544	55	12.63
k127_1932709 flag=0 multi=226.7156 len=3625	55.2538	3625	0.5652	100.0000	3625	762	777	0.5453	52	20.59
k127_1933554 flag=0 multi=71.2819 len=2408	63.1125	2408	0.5419	100.0000	2408	580	582	0.5280	61	21.44
k127_1941297 flag=0 multi=184.4786 len=1481	97.6455	1481	0.5199	100.0000	1481	569	553	0.5187	98	21.21
k127_1947927 flag=0 multi=99.7836 len=2608	57.8255	2608	0.5387	100.0000	2608	583	584	0.5273	61	13.99
k127_1950029 flag=0 multi=96.7090 len=1309	63.9778	1309	0.5523	100.0000	1309	320	320	0.5440	64	17.58
k127_1954354 flag=0 multi=81.0000 len=1492	0.2205	1492	0.5623	9.9196	148	2	1	0.4985	0	0.69
k127_1954758 flag=0 multi=87.6042 len=5233	39.7862	5233	0.5446	100.0000	5233	794	780	0.5324	33	23.87
k127_1957455 flag=0 multi=106.5877 len=3319	68.0880	3319	0.5411	100.0000	3319	864	852	0.5088	62	31.25
k127_1961864 flag=1 multi=78.0000 len=3297	23.6124	3297	0.5417	100.0000	3297	308	302	0.5309	24	9.23
k127_1962508 flag=0 multi=119.0505 len=1098	42.5100	1098	0.5756	100.0000	1098	180	189	0.5642	43	13.52
k127_1974407 flag=0 multi=123.6347 len=1222	69.6514	1222	0.5131	100.0000	1222	327	331	0.5164	67	18.92
k127_1999444 flag=0 multi=100.0000 len=2556	43.4390	2556	0.5505	100.0000	2556	432	432	0.5359	42	16.68
k127_2015634 flag=1 multi=22.6140 len=1438	92.5473	1438	0.5466	85.6745	1232	566	540	0.5823	4	232.38
k127_2017052 flag=0 multi=109.0000 len=2517	43.4037	2517	0.5546	100.0000	2517	418	424	0.5480	44	12.92
k127_2027411 flag=0 multi=59.2166 len=1489	17.2532	1489	0.5453	100.0000	1489	98	96	0.5387	17	5.81
k127_2030729 flag=0 multi=89.8776 len=2414	33.1802	2414	0.5630	100.0000	2414	307	305	0.5441	26	25.51
k127_2031945 flag=0 multi=98.0261 len=2845	64.6091	2845	0.5206	100.0000	2845	698	693	0.5040	64	17.98
k127_2033331 flag=1 multi=75.2178 len=13381	59.7156	13381	0.5866	100.0000	13381	3030	3105	0.5822	23	144.91
k127_2037475 flag=0 multi=50.2027 len=2712	52.7319	2712	0.5428	99.7788	2706	526	537	0.5384	51	18.58
k127_2040170 flag=0 multi=94.5138 len=5318	51.5976	5318	0.5675	100.0000	5318	1059	1055	0.5530	50	13.51
k127_2041964 flag=0 multi=114.0238 len=2811	46.4383	2811	0.5930	100.0000	2811	520	508	0.5765	47	12.38
k127_2049308 flag=0 multi=139.0531 len=1068	60.8296	1068	0.5609	100.0000	1068	252	251	0.5522	63	13.65
k127_2056482 flag=0 multi=184.9627 len=6612	57.8619	6612	0.5693	100.0000	6612	1496	1487	0.5477	57	21.41
k127_2057841 flag=0 multi=159.1050 len=3909	60.7084	3909	0.5577	100.0000	3909	910	922	0.5473	61	17.97
k127_2071682 flag=0 multi=88.7617 len=3429	54.0303	3429	0.5564	100.0000	3429	704	724	0.5429	56	14.74
k127_2076321 flag=0 multi=100.1728 len=2355	59.0391	2355	0.5083	100.0000	2355	543	548	0.4971	58	19.01
k127_2076632 flag=0 multi=171.1720 len=1197	28.0869	1197	0.5196	100.0000	1197	136	129	0.5141	29	6.80
k127_2080434 flag=0 multi=126.4032 len=2523	17.5085	2523	0.5489	95.3230	2405	168	165	0.5445	20	10.13
k127_2089017 flag=0 multi=108.1749 len=2105	51.9629	2105	0.5539	100.0000	2105	416	417	0.5514	57	22.73
k127_2097968 flag=0 multi=95.4361 len=1700	26.7135	1700	0.5429	100.0000	1700	179	180	0.5329	25	11.31
k127_2099519 flag=0 multi=81.0034 len=7717	20.5181	7717	0.5572	99.3391	7666	596	605	0.5485	20	7.35
k127_2101611 flag=0 multi=78.7421 len=3152	37.2541	3152	0.5295	100.0000	3152	461	462	0.5497	23	44.85
k127_2110268 flag=0 multi=73.5550 len=1790	35.4989	1790	0.5698	100.0000	1790	238	236	0.5687	35	13.12
k127_2111621 flag=0 multi=148.9355 len=2127	58.9732	2127	0.5416	100.0000	2127	488	487	0.5375	62	24.65
k127_2119761 flag=0 multi=125.5153 len=5151	49.3054	5151	0.5422	100.0000	5151	947	957	0.5378	52	25.81
k127_2121561 flag=0 multi=65.0037 len=1744	42.2529	1744	0.5768	100.0000	1744	300	298	0.5519	37	21.17
k127_2123898 flag=0 multi=101.0000 len=1084	70.1255	1084	0.5424	100.0000	1084	284	299	0.5210	72	20.94
k127_2124106 flag=0 multi=51.0397 len=1387	44.4787	1387	0.5559	100.0000	1387	237	238	0.5448	45	9.82
k127_2124966 flag=0 multi=133.4327 len=1465	59.0498	1465	0.5365	100.0000	1465	333	341	0.5302	56	23.77
k127_2132452 flag=0 multi=63.6242 len=3576	33.0724	3576	0.5201	100.0000	3576	446	469	0.5220	25	27.42
k127_2137517 flag=1 multi=112.0038 len=2485	39.9292	2485	0.5187	100.0000	2485	372	367	0.5144	38	17.39
k127_2145998 flag=1 multi=84.6777 len=2308	59.6014	2308	0.5403	100.0000	2308	514	533	0.5497	59	26.59
k127_2154894 flag=1 multi=103.2124 len=3023	42.8703	3023	0.5418	98.9745	2992	498	498	0.5242	41	34.66
k127_2156623 flag=0 multi=76.0000 len=1078	86.8831	1078	0.5798	100.0000	1078	358	343	0.5876	105	44.16
k127_2157134 flag=0 multi=87.6391 len=1180	75.4941	1180	0.4992	100.0000	1180	350	350	0.5006	76	16.28
k127_2162744 flag=0 multi=101.0000 len=1336	51.0883	1336	0.5868	100.0000	1336	268	270	0.5470	54	25.08
k127_2169756 flag=0 multi=118.3304 len=1501	49.3604	1501	0.5450	100.0000	1501	294	292	0.5331	49	16.47
k127_2185617 flag=0 multi=84.0520 len=1319	57.3199	1319	0.5610	100.0000	1319	305	289	0.5495	58	14.78
k127_2199028 flag=1 multi=44.4997 len=1604	163.3229	1604	0.5524	100.0000	1604	1010	1010	0.5831	37	229.10
k127_2202245 flag=0 multi=103.3692 len=1931	58.0098	1931	0.5743	100.0000	1931	445	438	0.5582	59	12.99
k127_2222044 flag=0 multi=136.9197 len=1994	29.5050	1994	0.5662	100.0000	1994	228	227	0.5616	30	9.82
k127_2222861 flag=0 multi=72.8245 len=2891	56.3331	2891	0.5355	100.0000	2891	626	609	0.5276	55	18.27
k127_2228068 flag=0 multi=126.6524 len=1600	38.3131	1600	0.5275	100.0000	1600	235	233	0.5188	38	12.76
k127_2229575 flag=0 multi=121.9853 len=5169	63.9249	5169	0.5150	100.0000	5169	1265	1267	0.4961	66	23.50
k127_2246454 flag=0 multi=66.2008 len=1417	0.0847	1417	0.5512	8.4686	120	0	1	0.6417	0	0.28
k127_2254236 flag=0 multi=134.6638 len=1638	55.0763	1638	0.5409	100.0000	1638	343	342	0.5184	55	22.79
k127_2255539 flag=0 multi=172.2423 len=1262	64.9937	1262	0.5539	100.0000	1262	314	304	0.5269	57	36.14
k127_2262815 flag=0 multi=73.1120 len=2261	46.5449	2261	0.5803	100.0000	2261	408	409	0.5727	47	11.32
k127_2266797 flag=0 multi=108.3997 len=2989	63.5841	2989	0.5417	100.0000	2989	724	730	0.5266	62	17.55
k127_2278562 flag=0 multi=105.8689 len=7395	33.8434	7395	0.5619	100.0000	7395	963	971	0.5565	30	19.49
k127_2290828 flag=0 multi=99.0514 len=2265	67.3280	2265	0.5289	100.0000	2265	604	607	0.5155	57	37.71
k127_2297814 flag=0 multi=109.3444 len=1297	35.8697	1297	0.5544	100.0000	1297	177	193	0.5561	32	15.64
k127_2299611 flag=0 multi=123.6459 len=4205	43.3596	4205	0.5287	99.8335	4198	695	692	0.5229	43	10.74
k127_2313082 flag=0 multi=171.9705 len=3751	74.1528	3751	0.5177	100.0000	3751	1053	1058	0.5130	74	21.32
k127_2324574 flag=1 multi=88.4725 len=2565	82.7018	2565	0.5396	100.0000	2565	831	818	0.5354	79	25.73
k127_2325260 flag=0 multi=93.2926 len=1634	59.1720	1634	0.5532	100.0000	1634	378	384	0.5443	60	14.98
k127_2330326 flag=0 multi=121.5861 len=4544	52.8116	4544	0.5533	100.0000	4544	910	924	0.5401	53	12.98
k127_2330645 flag=0 multi=130.8604 len=1990	38.2141	1990	0.5447	100.0000	1990	310	299	0.5330	37	11.38
k127_2332957 flag=0 multi=67.0000 len=2080	56.0486	2080	0.5750	100.0000	2080	459	443	0.5646	55	14.76
k127_2335307 flag=1 multi=143.6861 len=2236	135.0309	2236	0.6082	97.8086	2187	1173	1126	0.5839	45	283.62
k127_2338661 flag=0 multi=106.0171 len=1884	28.4597	1884	0.5271	100.0000	1884	201	204	0.5295	30	12.33
k127_2338829 flag=0 multi=101.5825 len=1260	89.6357	1260	0.5762	100.0000	1260	459	449	0.5790	92	23.46
k127_2343379 flag=0 multi=64.3615 len=1856	20.4391	1856	0.5469	100.0000	1856	154	146	0.5371	21	6.70
k127_2349296 flag=0 multi=80.0000 len=2632	10.5965	2632	0.5695	100.0000	2632	110	105	0.5570	11	4.34
k127_2357355 flag=0 multi=124.9819 len=1119	33.3092	1119	0.5451	100.0000	1119	138	147	0.5280	32	11.61
k127_2373671 flag=0 multi=87.9798 len=1907	77.8988	1907	0.5910	100.0000	1907	582	573	0.5459	65	42.80
k127_2390977 flag=0 multi=125.7699 len=5321	51.8123	5321	0.5446	97.8951	5209	1072	1040	0.5241	54	36.70
k127_2394909 flag=0 multi=148.5742 len=1111	85.7498	1111	0.5041	100.0000	1111	361	360	0.4862	91	35.50
k127_2394941 flag=0 multi=113.4130 len=1052	39.4496	1052	0.5599	96.8631	1019	153	166	0.5506	40	16.71
k127_2402073 flag=0 multi=64.6683 len=13905	31.6213	13905	0.5316	99.7986	13877	1687	1683	0.5556	34	22.72
k127_2405797 flag=0 multi=110.7531 len=5417	59.9339	5417	0.5553	100.0000	5417	1257	1257	0.5426	60	15.51
k127_2407060 flag=1 multi=106.0000 len=1019	0.0000	1019	0.5633	0.0000	0	0	0	0.0000	-1	0.00
k127_2415689 flag=0 multi=85.9449 len=17476	20.3114	17476	0.5541	100.0000	17476	1362	1359	0.5437	20	7.55
k127_2417313 flag=0 multi=93.9873 len=7474	27.8646	7474	0.5535	100.0000	7474	829	823	0.5627	22	20.75
k127_2422564 flag=0 multi=106.7520 len=2768	30.9949	2768	0.5697	100.0000	2768	332	333	0.5659	24	19.71
k127_2426496 flag=0 multi=101.0000 len=1205	10.7577	1205	0.5568	80.2490	967	57	53	0.5765	7	12.92
k127_2447690 flag=0 multi=86.0790 len=1393	62.9304	1393	0.5363	100.0000	1393	344	331	0.5163	60	23.38
k127_2460130 flag=0 multi=73.0466 len=2657	72.4464	2657	0.5322	100.0000	2657	746	736	0.5189	70	21.19
k127_2467787 flag=0 multi=109.1939 len=2051	64.1380	2051	0.5227	100.0000	2051	496	494	0.5072	64	19.34
k127_2470561 flag=0 multi=91.8078 len=1199	48.2761	1199	0.5755	100.0000	1199	226	231	0.5633	47	15.32
k127_2476218 flag=0 multi=193.7514 len=1044	222.8716	1044	0.5958	100.0000	1044	894	898	0.5893	266	109.44
k127_2479671 flag=1 multi=104.2093 len=1952	46.2935	1952	0.5528	100.0000	1952	361	322	0.5393	47	18.97
k127_2497367 flag=0 multi=94.3155 len=2713	55.2064	2713	0.5540	100.0000	2713	579	576	0.5402	53	13.40
k127_2500831 flag=0 multi=79.7604 len=2410	38.7822	2410	0.5311	100.0000	2410	369	367	0.5212	40	12.63
k127_2503740 flag=0 multi=73.5972 len=3332	51.0498	3332	0.5528	100.0000	3332	661	648	0.5427	51	14.91
k127_2504967 flag=0 multi=66.0620 len=2176	43.7275	2176	0.5708	100.0000	2176	374	387	0.5534	43	13.66
k127_2506304 flag=0 multi=172.6893 len=4009	57.0773	4009	0.5662	100.0000	4009	881	872	0.5451	54	21.73
k127_2519674 flag=1 multi=107.0000 len=1069	71.4995	1069	0.5613	100.0000	1069	291	289	0.5522	74	19.78
k127_2532123 flag=0 multi=80.7444 len=1723	55.9060	1723	0.5763	100.0000	1723	343	346	0.5691	60	20.21
k127_2535436 flag=0 multi=139.3622 len=9323	63.4178	9323	0.5364	100.0000	9323	2224	2280	0.5228	62	18.64
k127_2536497 flag=0 multi=103.0000 len=1234	38.9870	1234	0.5511	100.0000	1234	184	188	0.5452	37	10.79
k127_2541431 flag=0 multi=77.9180 len=4978	27.4681	4978	0.5783	100.0000	4978	539	556	0.5566	22	19.37
k127_2547946 flag=0 multi=76.2411 len=1699	16.7328	1699	0.5745	100.0000	1699	111	109	0.5546	16	6.52
k127_2558480 flag=0 multi=84.1464 len=2715	36.1215	2715	0.5540	99.8895	2712	386	383	0.5419	38	29.07
k127_2562719 flag=0 multi=98.1018 len=1699	32.1018	1699	0.5833	100.0000	1699	207	208	0.5698	34	10.30
k127_2568648 flag=0 multi=105.6080 len=1206	53.3516	1206	0.6020	100.0000	1206	244	256	0.5818	52	17.56
k127_2574971 flag=0 multi=122.9282 len=2940	57.2670	2940	0.5738	100.0000	2940	662	666	0.5607	57	14.77
k127_2586767 flag=0 multi=93.1751 len=1589	7.1624	1589	0.5507	95.2801	1514	43	48	0.5725	8	4.28
k127_2598362 flag=0 multi=94.8943 len=5558	64.8327	5558	0.5711	99.6402	5538	1354	1405	0.5570	35	76.29
k127_2601692 flag=0 multi=81.8983 len=1847	59.3893	1847	0.5457	100.0000	1847	434	426	0.5396	61	10.51
k127_2626032 flag=1 multi=97.5429 len=2249	30.3913	2249	0.5211	100.0000	2249	264	253	0.5249	31	8.77
k127_2633063 flag=0 multi=124.7957 len=2163	35.5303	2163	0.5497	100.0000	2163	296	298	0.5389	35	12.66
k127_2634486 flag=0 multi=101.2882 len=3173	55.7148	3173	0.5367	100.0000	3173	692	684	0.5247	53	17.52
k127_2636136 flag=0 multi=116.0000 len=1318	58.4583	1318	0.5592	100.0000	1318	285	311	0.5495	61	17.73
k127_2637994 flag=0 multi=149.4199 len=2130	50.4066	2130	0.5911	100.0000	2130	424	411	0.5675	50	18.54
k127_2647223 flag=0 multi=140.9014 len=3899	53.9890	3899	0.5283	100.0000	3899	803	799	0.5031	54	20.45
k127_2654262 flag=1 multi=44.5574 len=1609	34.5158	1609	0.5625	100.0000	1609	234	200	0.5643	36	17.74
k127_2661257 flag=0 multi=162.9040 len=4856	57.4114	4856	0.5393	100.0000	4856	1066	1087	0.5205	56	20.10
k127_2672195 flag=1 multi=98.3411 len=6828	24.4334	6828	0.5537	100.0000	6828	634	640	0.5428	22	12.72
k127_2672639 flag=0 multi=98.1076 len=1632	62.2145	1632	0.5153	100.0000	1632	390	385	0.5180	61	16.94
k127_2675303 flag=0 multi=91.3726 len=1850	37.1816	1850	0.5584	100.0000	1850	261	267	0.5341	34	14.90
k127_2692939 flag=0 multi=160.0900 len=2083	49.0010	2083	0.5410	100.0000	2083	389	384	0.5218	57	24.18
k127_2694888 flag=0 multi=86.8854 len=1671	50.0473	1671	0.5560	100.0000	1671	331	332	0.5458	49	16.33
k127_2696764 flag=0 multi=142.8709 len=2172	50.6331	2172	0.5571	100.0000	2172	435	439	0.5452	51	13.08
k127_2698941 flag=0 multi=170.0000 len=2825	50.9635	2825	0.5508	98.9735	2796	560	529	0.5322	46	42.98
k127_2701899 flag=0 multi=65.2898 len=1635	70.6275	1635	0.5657	100.0000	1635	376	402	0.5813	64	33.26
k127_2707865 flag=0 multi=59.9215 len=4409	54.7113	4409	0.5382	100.0000	4409	941	943	0.5248	56	15.56
k127_2709463 flag=0 multi=93.0139 len=16324	23.0818	16324	0.5409	100.0000	16324	1440	1444	0.5409	21	10.74
k127_2719623 flag=0 multi=63.7096 len=1835	49.2191	1835	0.5460	100.0000	1835	359	368	0.5353	33	40.19
k127_2725473 flag=0 multi=126.7644 len=2865	52.2820	2865	0.5668	100.0000	2865	582	571	0.5546	51	14.23
k127_2727387 flag=0 multi=93.8558 len=5923	23.3912	5923	0.5416	100.0000	5923	528	544	0.5311	21	8.97
k127_2732711 flag=0 multi=86.0000 len=2848	49.4319	2848	0.5769	100.0000	2848	547	549	0.5640	50	13.73
k127_2734480 flag=0 multi=112.0000 len=3518	29.5341	3518	0.5409	100.0000	3518	407	400	0.5458	27	10.78
k127_2742704 flag=0 multi=101.1973 len=3153	54.9975	3153	0.5639	100.0000	3153	674	670	0.5498	52	19.21
k127_2742806 flag=0 multi=92.5001 len=5490	57.6643	5490	0.5191	100.0000	5490	1183	1158	0.5029	59	16.39
k127_2758859 flag=0 multi=149.2256 len=2193	67.8586	2193	0.5016	100.0000	2193	584	569	0.4765	66	24.17
k127_2770984 flag=0 multi=131.0000 len=1108	64.5334	1108	0.5848	100.0000	1108	272	282	0.5561	61	26.90
k127_2773884 flag=0 multi=81.0804 len=1371	55.8651	1371	0.5660	100.0000	1371	295	302	0.5474	56	12.45
k127_2775922 flag=0 multi=39.3632 len=1220	51.0205	1220	0.5369	100.0000	1220	259	258	0.5267	47	19.89
k127_2776591 flag=1 multi=74.0000 len=1517	30.4047	1517	0.5419	100.0000	1517	179	173	0.5256	28	14.22
k127_2777833 flag=0 multi=77.0396 len=2502	34.2738	2502	0.5791	100.0000	2502	343	342	0.5707	35	10.53
k127_2788226 flag=0 multi=67.8018 len=2402	39.5429	2402	0.5849	100.0000	2402	364	364	0.5713	33	22.00
k127_2796510 flag=0 multi=91.3695 len=1326	32.0234	1326	0.5294	100.0000	1326	163	163	0.5177	34	7.49
k127_2797160 flag=0 multi=117.5806 len=1207	70.3546	1207	0.5352	100.0000	1207	320	322	0.5097	65	30.58
k127_2799609 flag=0 multi=89.6141 len=1034	48.2389	1034	0.5551	100.0000	1034	199	190	0.5580	50	15.95
k127_2832767 flag=0 multi=94.6332 len=2300	20.8548	2300	0.5278	100.0000	2300	194	189	0.5214	23	8.26
k127_2836597 flag=0 multi=74.0581 len=1315	41.4646	1315	0.5468	100.0000	1315	224	236	0.5522	21	58.69
k127_2839628 flag=0 multi=115.1294 len=1487	54.4001	1487	0.5649	100.0000	1487	304	309	0.5496	54	12.69
k127_2851283 flag=0 multi=123.9704 len=2631	51.5363	2631	0.5504	100.0000	2631	545	521	0.5637	32	40.83
k127_2869167 flag=0 multi=170.5871 len=3215	30.8939	3215	0.5446	100.0000	3215	399	379	0.5390	30	14.25
k127_2873318 flag=1 multi=138.0250 len=4174	54.5759	4174	0.5525	100.0000	4174	875	884	0.5432	58	19.85
k127_2884383 flag=0 multi=125.0000 len=1954	60.0614	1954	0.5281	100.0000	1954	466	460	0.5165	60	15.18
k127_2884397 flag=1 multi=59.0000 len=1138	96.3814	1138	0.5141	100.0000	1138	434	411	0.5555	74	93.23
k127_2888971 flag=0 multi=245.4101 len=2551	13.1098	2551	0.5406	94.4728	2410	129	129	0.5279	6	16.18
k127_2904973 flag=0 multi=119.4190 len=2318	12.5720	2318	0.5410	97.4978	2260	113	111	0.5423	8	11.47
k127_2908867 flag=0 multi=74.2901 len=3112	19.4496	3112	0.5572	100.0000	3112	235	237	0.5395	18	10.86
k127_2914695 flag=1 multi=146.8788 len=2207	59.6303	2207	0.5600	100.0000	2207	507	519	0.5220	51	31.57
k127_2918212 flag=0 multi=118.0171 len=9665	37.5800	9665	0.5532	100.0000	9665	1403	1398	0.5355	37	12.27
k127_2921091 flag=0 multi=163.5696 len=1428	54.0623	1428	0.5539	100.0000	1428	305	310	0.5477	54	9.67
k127_2921648 flag=0 multi=166.3091 len=7129	62.2314	7129	0.5608	100.0000	7129	1692	1676	0.5452	61	19.73
k127_2938080 flag=0 multi=101.4160 len=1598	50.6721	1598	0.5745	100.0000	1598	327	315	0.5584	48	12.55
k127_2942678 flag=0 multi=68.2705 len=2796	36.7282	2796	0.5182	100.0000	2796	409	401	0.5197	30	18.04
k127_2955939 flag=1 multi=72.9421 len=12567	29.9333	12567	0.5417	100.0000	12567	1446	1480	0.5585	19	58.40
k127_2977419 flag=0 multi=82.8052 len=2432	47.2426	2432	0.5691	100.0000	2432	454	445	0.5523	47	16.02
k127_3024036 flag=0 multi=228.6306 len=1069	63.0225	1069	0.5725	100.0000	1069	274	266	0.5695	60	18.78
k127_3029057 flag=0 multi=37.5703 len=1002	20.7086	1002	0.5639	100.0000	1002	81	79	0.5544	20	6.22
k127_3033190 flag=0 multi=165.8428 len=1170	42.8607	1170	0.5718	100.0000	1170	200	195	0.5662	48	17.80
k127_3033227 flag=0 multi=103.7842 len=2713	27.6944	2713	0.5746	100.0000	2713	295	295	0.5662	29	10.61
k127_3034629 flag=0 multi=136.0000 len=2313	64.3826	2313	0.5084	100.0000	2313	575	576	0.4991	68	17.03
k127_3036130 flag=0 multi=81.1323 len=1193	10.7217	1193	0.5490	100.0000	1193	49	51	0.5359	9	6.92
k127_3037963 flag=0 multi=139.5834 len=4100	73.1827	4100	0.5176	100.0000	4100	1148	1149	0.5057	74	20.84
k127_3047777 flag=0 multi=57.7235 len=1201	49.9159	1201	0.5470	100.0000	1201	243	241	0.5262	36	39.25
k127_3054121 flag=0 multi=86.0000 len=3632	19.3593	3632	0.5270	99.9725	3631	283	258	0.5283	18	9.33
k127_3054732 flag=0 multi=112.3707 len=1967	65.2822	1967	0.5323	100.0000	1967	481	489	0.5220	69	18.60
k127_3066192 flag=0 multi=86.5844 len=2591	33.0042	2591	0.5755	100.0000	2591	342	361	0.5661	28	26.58
k127_3071163 flag=0 multi=81.1668 len=2579	45.6611	2579	0.5805	100.0000	2579	460	436	0.5505	48	16.67
k127_3073981 flag=0 multi=117.1254 len=5112	43.2895	5112	0.5335	100.0000	5112	854	863	0.5255	45	10.90
k127_3091675 flag=1 multi=67.6335 len=5660	30.2783	5660	0.5631	100.0000	5660	664	668	0.5532	27	15.95
k127_3111038 flag=0 multi=90.8115 len=2816	54.8097	2816	0.5707	100.0000	2816	592	599	0.5526	52	19.50
k127_3128646 flag=0 multi=106.6685 len=5026	56.1411	5026	0.5595	100.0000	5026	1096	1083	0.5483	56	11.60
k127_3152289 flag=0 multi=144.2582 len=1192	27.8112	1192	0.5629	100.0000	1192	132	128	0.5453	28	9.62
k127_3160607 flag=0 multi=92.0000 len=1389	56.0194	1389	0.5270	100.0000	1389	309	302	0.5159	60	17.04
k127_3184763 flag=0 multi=104.2484 len=2502	49.2510	2502	0.5663	100.0000	2502	491	483	0.5519	48	15.07
k127_3188546 flag=1 multi=91.4565 len=6523	65.9114	6523	0.5720	99.9080	6517	1622	1611	0.5540	64	25.09
k127_3189845 flag=0 multi=64.8570 len=2602	55.7905	2602	0.5688	100.0000	2602	549	564	0.5553	60	18.29
k127_3194048 flag=0 multi=127.6315 len=1047	60.2216	1047	0.5368	100.0000	1047	238	250	0.5088	64	20.30
k127_3204096 flag=0 multi=77.7003 len=4048	65.4323	4048	0.5455	100.0000	4048	1020	1023	0.5315	66	20.41
k127_3205450 flag=0 multi=115.2915 len=8931	40.1895	8931	0.5307	100.0000	8931	1370	1375	0.5253	39	18.50
k127_3220898 flag=0 multi=177.8873 len=2337	62.4934	2337	0.5353	100.0000	2337	553	557	0.5296	67	16.83
